timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-06-04 02:00:00+02:00,93.7,91.5,95.8
2022-06-05 02:00:00+02:00,93.9,88.6,96.6
2022-06-06 02:00:00+02:00,94.3,93.0,95.4
2022-06-07 02:00:00+02:00,94.3,92.4,96.4
2022-06-08 02:00:00+02:00,95.0,92.4,97.8
2022-06-09 02:00:00+02:00,94.4,92.8,96.3
2022-06-10 02:00:00+02:00,94.7,92.6,96.8
2022-06-11 02:00:00+02:00,95.6,92.6,98.9
2022-06-12 02:00:00+02:00,94.9,92.8,97.0
2022-06-14 02:00:00+02:00,94.9,91.5,98.0
2022-06-15 02:00:00+02:00,94.5,91.6,97.0
2022-06-16 02:00:00+02:00,94.5,90.0,100.0
2022-06-18 02:00:00+02:00,94.7,92.5,96.6
2022-06-19 02:00:00+02:00,93.3,92.5,94.4
2022-06-20 02:00:00+02:00,93.2,89.0,97.3
