timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-05-18 02:00:00+02:00,93.8,90.8,97.1
2022-05-19 02:00:00+02:00,93.1,91.5,95.0
2022-05-20 02:00:00+02:00,92.1,89.9,96.5
2022-05-21 02:00:00+02:00,93.0,90.3,95.6
2022-05-22 02:00:00+02:00,93.1,90.4,96.0
2022-05-23 02:00:00+02:00,91.5,89.0,93.8
2022-05-25 02:00:00+02:00,94.3,92.9,95.6
2022-05-26 02:00:00+02:00,93.1,91.4,95.0
2022-05-27 02:00:00+02:00,93.6,89.8,97.5
2022-05-29 02:00:00+02:00,93.2,89.9,98.0
2022-05-30 02:00:00+02:00,91.1,89.0,93.6
2022-05-31 02:00:00+02:00,93.3,91.0,95.9
