timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-06-08 02:00:00+02:00,95.7,90.1,99.5
2022-06-09 02:00:00+02:00,97.3,93.8,99.5
2022-06-10 02:00:00+02:00,96.7,92.5,99.6
2022-06-11 02:00:00+02:00,96.5,92.8,99.0
2022-06-12 02:00:00+02:00,96.8,93.8,100.0
2022-06-13 02:00:00+02:00,95.7,93.0,99.0
2022-06-14 02:00:00+02:00,96.4,92.0,99.1
2022-06-15 02:00:00+02:00,96.6,92.1,100.0
2022-06-16 02:00:00+02:00,96.3,93.5,99.5
2022-06-17 02:00:00+02:00,96.6,92.6,99.8
2022-06-18 02:00:00+02:00,95.4,92.4,100.0
2022-06-19 02:00:00+02:00,95.6,93.5,97.5
2022-06-20 02:00:00+02:00,96.6,93.4,99.9
2022-06-21 02:00:00+02:00,95.2,91.5,98.9
