timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-06-03 02:00:00+02:00,94.7,92.1,97.6
2022-06-04 02:00:00+02:00,94.0,91.8,95.9
2022-06-05 02:00:00+02:00,93.0,89.5,98.0
2022-06-07 02:00:00+02:00,93.3,90.3,96.5
2022-06-08 02:00:00+02:00,92.0,89.0,94.3
2022-06-09 02:00:00+02:00,94.0,90.6,97.4
2022-06-10 02:00:00+02:00,93.7,90.1,98.4
2022-06-11 02:00:00+02:00,93.3,91.4,95.0
2022-06-12 02:00:00+02:00,94.8,91.9,97.4
2022-06-13 02:00:00+02:00,94.9,92.3,98.4
2022-06-14 02:00:00+02:00,94.7,91.9,99.4
2022-06-15 02:00:00+02:00,94.3,91.0,96.3
2022-06-16 02:00:00+02:00,93.8,91.9,96.0
2022-06-17 02:00:00+02:00,93.2,90.9,96.3
2022-06-18 02:00:00+02:00,96.4,94.5,98.5
2022-06-19 02:00:00+02:00,94.2,91.0,97.5
2022-06-20 02:00:00+02:00,92.8,90.0,97.0
2022-06-21 02:00:00+02:00,93.5,91.3,96.1
