timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-06-08 02:00:00+02:00,96.0,94.3,97.4
2022-06-09 02:00:00+02:00,95.7,90.0,97.0
2022-06-10 02:00:00+02:00,95.6,93.8,97.3
2022-06-11 02:00:00+02:00,96.2,94.3,97.3
2022-06-12 02:00:00+02:00,94.2,90.5,95.8
2022-06-15 02:00:00+02:00,95.1,93.1,97.9
2022-06-16 02:00:00+02:00,95.5,94.0,97.0
2022-06-17 02:00:00+02:00,95.9,94.4,97.5
2022-06-18 02:00:00+02:00,96.3,95.3,97.5
2022-06-19 02:00:00+02:00,95.2,94.5,95.8
2022-06-20 02:00:00+02:00,96.0,94.5,97.9
