timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-05-19 02:00:00+02:00,94.4,91.0,96.3
2022-05-20 02:00:00+02:00,94.4,93.8,95.8
2022-05-21 02:00:00+02:00,94.9,90.8,97.5
2022-05-22 02:00:00+02:00,95.0,92.0,98.1
2022-05-23 02:00:00+02:00,94.4,91.1,99.1
2022-05-24 02:00:00+02:00,94.4,90.4,98.3
2022-05-25 02:00:00+02:00,94.9,91.4,97.4
2022-05-26 02:00:00+02:00,92.5,91.0,93.5
2022-05-27 02:00:00+02:00,95.5,92.1,98.5
2022-05-28 02:00:00+02:00,95.0,91.0,98.0
2022-05-29 02:00:00+02:00,94.0,90.5,97.0
2022-05-30 02:00:00+02:00,94.1,91.8,96.5
2022-05-31 02:00:00+02:00,94.7,93.6,96.3
2022-06-01 02:00:00+02:00,94.5,92.9,96.1
