timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-06-01 02:00:00+02:00,92.7,89.5,95.6
2022-06-02 02:00:00+02:00,91.8,89.0,93.6
2022-06-03 02:00:00+02:00,92.8,90.0,94.5
2022-06-04 02:00:00+02:00,93.5,89.4,96.6
2022-06-05 02:00:00+02:00,92.7,90.8,94.5
2022-06-06 02:00:00+02:00,92.6,91.0,94.5
2022-06-08 02:00:00+02:00,92.6,90.5,98.0
2022-06-09 02:00:00+02:00,93.7,90.8,97.5
2022-06-10 02:00:00+02:00,91.3,89.5,93.5
2022-06-11 02:00:00+02:00,93.5,92.3,94.6
2022-06-12 02:00:00+02:00,94.9,92.9,98.1
2022-06-13 02:00:00+02:00,93.4,90.4,96.5
2022-06-14 02:00:00+02:00,92.1,90.6,93.4
2022-06-15 02:00:00+02:00,93.2,90.6,95.4
