timestamp,oxygen_saturation_by_minute
2022-06-04 09:03:30+02:00,50.0
2022-06-04 09:04:30+02:00,91.3
2022-06-04 09:05:30+02:00,91.3
2022-06-04 09:06:30+02:00,91.3
2022-06-04 09:07:30+02:00,91.2
2022-06-04 09:08:30+02:00,91.2
2022-06-04 09:09:30+02:00,91.3
2022-06-04 09:10:30+02:00,91.3
2022-06-04 09:11:30+02:00,91.3
2022-06-04 09:12:30+02:00,91.4
2022-06-04 09:13:30+02:00,91.4
2022-06-04 09:14:31+02:00,91.4
2022-06-04 09:15:31+02:00,91.4
2022-06-04 09:16:31+02:00,91.4
2022-06-04 09:17:31+02:00,91.4
2022-06-04 09:18:31+02:00,91.4
2022-06-04 09:19:31+02:00,91.5
2022-06-04 09:20:31+02:00,91.5
2022-06-04 09:21:32+02:00,91.5
2022-06-04 09:22:32+02:00,91.5
2022-06-04 09:23:32+02:00,91.5
2022-06-04 09:24:32+02:00,91.5
2022-06-04 09:25:32+02:00,91.5
2022-06-04 09:26:32+02:00,91.5
2022-06-04 09:27:32+02:00,91.5
2022-06-04 09:28:33+02:00,91.5
2022-06-04 09:29:33+02:00,91.5
2022-06-04 09:30:33+02:00,91.4
2022-06-04 09:31:33+02:00,91.4
2022-06-04 09:32:33+02:00,91.4
2022-06-04 09:33:33+02:00,91.3
2022-06-04 09:34:34+02:00,91.3
2022-06-04 09:35:34+02:00,91.3
2022-06-04 09:36:34+02:00,91.3
2022-06-04 09:37:34+02:00,91.3
2022-06-04 09:38:34+02:00,91.3
2022-06-04 09:39:34+02:00,91.2
2022-06-04 09:40:34+02:00,91.2
2022-06-04 09:41:35+02:00,91.1
2022-06-04 09:42:35+02:00,91.1
2022-06-04 09:43:35+02:00,91.1
2022-06-04 09:44:35+02:00,91.2
2022-06-04 09:45:35+02:00,91.2
2022-06-04 09:46:35+02:00,91.2
2022-06-04 09:47:35+02:00,91.2
2022-06-04 09:48:36+02:00,91.1
2022-06-04 09:49:36+02:00,91.1
2022-06-04 09:50:36+02:00,91.0
2022-06-04 09:51:36+02:00,91.0
2022-06-04 09:52:36+02:00,91.0
2022-06-04 09:53:36+02:00,91.0
2022-06-04 09:54:36+02:00,91.0
2022-06-04 09:55:37+02:00,91.0
