timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-05-19 02:00:00+02:00,94.4,93.9,94.9
2022-05-21 02:00:00+02:00,94.4,92.9,96.5
2022-05-22 02:00:00+02:00,91.6,89.9,92.5
2022-05-23 02:00:00+02:00,93.6,89.8,96.5
2022-05-24 02:00:00+02:00,94.5,92.0,96.6
2022-05-25 02:00:00+02:00,94.0,93.0,96.1
2022-05-26 02:00:00+02:00,92.2,87.0,95.5
2022-05-27 02:00:00+02:00,92.9,90.5,94.3
2022-05-28 02:00:00+02:00,93.6,90.1,96.8
2022-05-29 02:00:00+02:00,92.5,90.8,95.0
2022-05-30 02:00:00+02:00,93.3,91.3,95.3
2022-05-31 02:00:00+02:00,95.1,91.9,98.4
2022-06-01 02:00:00+02:00,92.1,89.1,94.8
