timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-05-18 02:00:00+02:00,94.0,89.0,97.5
2022-05-19 02:00:00+02:00,93.2,89.5,96.0
2022-05-20 02:00:00+02:00,93.9,92.3,95.6
2022-05-21 02:00:00+02:00,94.2,91.9,97.0
2022-05-23 02:00:00+02:00,93.1,88.6,95.8
2022-05-24 02:00:00+02:00,93.5,89.3,96.5
2022-05-25 02:00:00+02:00,95.9,94.4,97.1
2022-05-26 02:00:00+02:00,93.0,89.4,96.4
2022-05-27 02:00:00+02:00,94.7,92.6,96.8
2022-05-29 02:00:00+02:00,95.9,93.5,97.9
2022-05-30 02:00:00+02:00,95.8,92.0,99.3
