timestamp,oxygen_saturation_by_minute
2022-06-04 03:01:30+02:00,86.5
2022-06-04 03:02:30+02:00,85.9
2022-06-04 03:03:30+02:00,84.7
2022-06-04 03:04:30+02:00,83.7
2022-06-04 03:05:30+02:00,84.4
2022-06-04 03:06:30+02:00,83.0
2022-06-04 03:07:30+02:00,84.0
2022-06-04 03:08:30+02:00,84.0
2022-06-04 03:09:30+02:00,83.2
2022-06-04 03:10:30+02:00,83.8
2022-06-04 03:11:30+02:00,82.4
2022-06-04 03:12:30+02:00,81.6
2022-06-04 03:13:30+02:00,80.1
2022-06-04 03:14:31+02:00,81.3
2022-06-04 03:15:31+02:00,80.1
2022-06-04 03:16:31+02:00,80.2
2022-06-04 03:17:31+02:00,81.1
2022-06-04 03:18:31+02:00,81.5
2022-06-04 03:19:31+02:00,82.5
2022-06-04 03:20:31+02:00,82.0
2022-06-04 03:21:31+02:00,81.8
2022-06-04 03:22:31+02:00,50.0
2022-06-04 03:23:31+02:00,84.5
2022-06-04 03:24:31+02:00,89.0
2022-06-04 03:25:32+02:00,92.7
2022-06-04 03:26:32+02:00,92.9
2022-06-04 03:27:32+02:00,93.0
2022-06-04 03:28:32+02:00,92.7
2022-06-04 03:29:32+02:00,92.4
2022-06-04 03:30:32+02:00,93.1
2022-06-04 03:31:32+02:00,92.1
2022-06-04 03:32:32+02:00,91.6
2022-06-04 03:33:32+02:00,50.0
2022-06-04 03:34:32+02:00,92.0
2022-06-04 03:35:32+02:00,92.2
2022-06-04 03:36:32+02:00,93.2
2022-06-04 03:37:32+02:00,93.8
2022-06-04 03:38:33+02:00,93.1
2022-06-04 03:39:33+02:00,92.5
2022-06-04 03:40:33+02:00,93.0
2022-06-04 03:41:33+02:00,93.5
2022-06-04 03:42:33+02:00,92.5
2022-06-04 03:43:33+02:00,94.3
2022-06-04 03:44:33+02:00,94.8
2022-06-04 03:45:33+02:00,93.7
2022-06-04 03:46:33+02:00,92.8
2022-06-04 03:47:33+02:00,94.2
2022-06-04 03:48:33+02:00,94.2
2022-06-04 03:49:33+02:00,95.0
2022-06-04 03:50:34+02:00,96.0
2022-06-04 03:51:34+02:00,96.1
2022-06-04 03:52:34+02:00,94.7
2022-06-04 03:53:34+02:00,50.0
2022-06-04 03:54:34+02:00,50.0
2022-06-04 03:55:34+02:00,90.4
2022-06-04 03:56:34+02:00,88.7
2022-06-04 03:57:34+02:00,86.8
2022-06-04 03:58:34+02:00,87.0
2022-06-04 03:59:34+02:00,84.0
2022-06-04 04:00:34+02:00,85.6
2022-06-04 04:01:35+02:00,86.6
2022-06-04 04:02:35+02:00,81.0
2022-06-04 04:03:35+02:00,81.3
2022-06-04 04:04:35+02:00,50.0
2022-06-04 04:05:35+02:00,85.6
2022-06-04 04:06:35+02:00,90.4
2022-06-04 04:07:36+02:00,93.5
2022-06-04 04:08:36+02:00,95.6
2022-06-04 04:09:36+02:00,96.8
2022-06-04 04:10:36+02:00,97.4
2022-06-04 04:11:36+02:00,97.7
2022-06-04 04:12:37+02:00,98.2
2022-06-04 04:13:37+02:00,98.7
2022-06-04 04:14:37+02:00,98.7
2022-06-04 04:15:37+02:00,98.8
2022-06-04 04:16:37+02:00,99.0
2022-06-04 04:17:37+02:00,99.2
2022-06-04 04:18:38+02:00,99.0
2022-06-04 04:19:38+02:00,98.4
2022-06-04 04:20:38+02:00,97.6
2022-06-04 04:21:38+02:00,97.2
2022-06-04 04:22:38+02:00,97.0
2022-06-04 04:23:39+02:00,96.5
2022-06-04 04:24:39+02:00,96.1
2022-06-04 04:25:39+02:00,96.0
2022-06-04 04:26:39+02:00,96.2
2022-06-04 04:27:39+02:00,95.9
2022-06-04 04:28:40+02:00,96.3
2022-06-04 04:29:40+02:00,96.3
2022-06-04 04:30:40+02:00,96.0
2022-06-04 04:31:40+02:00,96.2
2022-06-04 04:32:40+02:00,96.2
2022-06-04 04:33:40+02:00,96.2
2022-06-04 04:34:41+02:00,97.3
2022-06-04 04:35:41+02:00,97.7
2022-06-04 04:36:41+02:00,98.5
2022-06-04 04:37:41+02:00,99.6
2022-06-04 04:38:41+02:00,100.0
2022-06-04 04:39:42+02:00,100.0
2022-06-04 04:40:42+02:00,100.0
2022-06-04 04:41:42+02:00,100.0
2022-06-04 04:42:42+02:00,100.0
2022-06-04 04:43:42+02:00,100.0
2022-06-04 04:44:43+02:00,100.0
2022-06-04 04:45:43+02:00,100.0
2022-06-04 04:46:43+02:00,100.0
2022-06-04 04:47:43+02:00,99.7
2022-06-04 04:48:43+02:00,99.9
2022-06-04 04:49:44+02:00,50.0
2022-06-04 04:50:44+02:00,94.8
2022-06-04 04:51:44+02:00,90.6
2022-06-04 04:52:44+02:00,88.5
2022-06-04 04:53:44+02:00,86.4
2022-06-04 04:54:44+02:00,50.0
2022-06-04 04:55:45+02:00,90.5
2022-06-04 04:56:45+02:00,50.0
2022-06-04 04:57:45+02:00,93.8
2022-06-04 04:58:45+02:00,96.1
2022-06-04 04:59:45+02:00,97.2
2022-06-04 05:00:46+02:00,98.0
2022-06-04 05:01:46+02:00,98.5
2022-06-04 05:02:46+02:00,98.9
2022-06-04 05:03:46+02:00,99.1
2022-06-04 05:04:46+02:00,99.3
2022-06-04 05:05:46+02:00,99.5
2022-06-04 05:06:47+02:00,99.6
2022-06-04 05:07:47+02:00,99.7
2022-06-04 05:08:47+02:00,99.7
2022-06-04 05:09:47+02:00,99.9
2022-06-04 05:10:47+02:00,99.9
2022-06-04 05:11:48+02:00,99.9
2022-06-04 05:12:48+02:00,100.0
2022-06-04 05:13:48+02:00,100.0
2022-06-04 05:14:48+02:00,100.0
2022-06-04 05:15:48+02:00,100.0
2022-06-04 05:16:49+02:00,100.0
2022-06-04 05:17:49+02:00,100.0
2022-06-04 05:18:49+02:00,100.0
2022-06-04 05:19:49+02:00,100.0
2022-06-04 05:20:49+02:00,100.0
2022-06-04 05:21:49+02:00,100.0
2022-06-04 05:22:50+02:00,100.0
2022-06-04 05:23:50+02:00,100.0
2022-06-04 05:24:50+02:00,100.0
2022-06-04 05:25:50+02:00,100.0
2022-06-04 05:26:50+02:00,100.0
2022-06-04 05:27:51+02:00,99.9
2022-06-04 05:28:51+02:00,100.0
2022-06-04 05:29:51+02:00,99.6
2022-06-04 05:30:51+02:00,98.6
2022-06-04 05:31:51+02:00,95.5
2022-06-04 05:32:51+02:00,90.7
2022-06-04 05:33:52+02:00,50.0
2022-06-04 05:34:52+02:00,83.8
2022-06-04 05:35:52+02:00,84.5
2022-06-04 05:36:52+02:00,82.8
2022-06-04 05:37:52+02:00,81.9
2022-06-04 05:38:53+02:00,81.3
2022-06-04 05:39:53+02:00,80.9
2022-06-04 05:40:53+02:00,50.0
2022-06-04 05:41:53+02:00,84.7
2022-06-04 05:42:53+02:00,84.2
2022-06-04 05:43:54+02:00,88.2
2022-06-04 05:44:54+02:00,92.8
2022-06-04 05:45:54+02:00,96.6
2022-06-04 05:46:54+02:00,99.2
2022-06-04 05:47:54+02:00,99.6
2022-06-04 05:48:54+02:00,99.8
2022-06-04 05:49:55+02:00,100.0
2022-06-04 05:50:55+02:00,99.6
2022-06-04 05:51:55+02:00,100.0
2022-06-04 05:52:55+02:00,100.0
2022-06-04 05:53:55+02:00,100.0
2022-06-04 05:54:56+02:00,100.0
2022-06-04 05:55:56+02:00,100.0
2022-06-04 05:56:56+02:00,99.8
2022-06-04 05:57:56+02:00,99.1
2022-06-04 05:58:56+02:00,99.7
2022-06-04 05:59:57+02:00,99.3
2022-06-04 06:00:57+02:00,98.7
2022-06-04 06:01:57+02:00,97.4
2022-06-04 06:02:57+02:00,96.8
2022-06-04 06:03:57+02:00,96.5
2022-06-04 06:04:57+02:00,95.1
2022-06-04 06:05:58+02:00,94.0
2022-06-04 06:06:58+02:00,94.9
2022-06-04 06:07:58+02:00,95.4
2022-06-04 06:08:58+02:00,94.9
2022-06-04 06:09:58+02:00,95.6
2022-06-04 06:10:59+02:00,93.0
2022-06-04 06:11:59+02:00,95.0
2022-06-04 06:12:59+02:00,94.1
2022-06-04 06:13:59+02:00,92.3
2022-06-04 06:14:59+02:00,93.6
2022-06-04 06:16:00+02:00,93.1
2022-06-04 06:17:00+02:00,95.1
2022-06-04 06:18:00+02:00,92.9
2022-06-04 06:19:00+02:00,50.0
2022-06-04 06:20:00+02:00,91.9
2022-06-04 06:21:00+02:00,81.4
2022-06-04 06:22:00+02:00,76.9
2022-06-04 06:23:00+02:00,79.3
2022-06-04 06:24:01+02:00,81.7
2022-06-04 06:25:01+02:00,50.0
2022-06-04 06:26:01+02:00,82.7
2022-06-04 06:27:01+02:00,80.2
2022-06-04 06:28:01+02:00,50.0
2022-06-04 06:29:02+02:00,80.7
2022-06-04 06:30:02+02:00,50.0
2022-06-04 06:31:02+02:00,50.0
2022-06-04 06:32:02+02:00,50.0
2022-06-04 06:33:02+02:00,80.1
2022-06-04 06:34:02+02:00,50.0
2022-06-04 06:35:02+02:00,50.0
2022-06-04 06:36:03+02:00,78.6
2022-06-04 06:37:03+02:00,78.3
2022-06-04 06:38:03+02:00,78.6
2022-06-04 06:39:03+02:00,81.7
2022-06-04 06:40:03+02:00,50.0
2022-06-04 06:41:04+02:00,78.9
2022-06-04 06:42:04+02:00,77.8
2022-06-04 06:43:04+02:00,77.0
2022-06-04 06:44:04+02:00,78.2
2022-06-04 06:45:04+02:00,78.0
2022-06-04 06:46:04+02:00,79.7
2022-06-04 06:47:05+02:00,83.4
2022-06-04 06:48:05+02:00,83.9
2022-06-04 06:49:05+02:00,83.9
2022-06-04 06:50:05+02:00,85.6
2022-06-04 06:51:05+02:00,86.3
2022-06-04 06:52:05+02:00,87.3
2022-06-04 06:53:06+02:00,89.1
2022-06-04 06:54:06+02:00,89.8
2022-06-04 06:55:06+02:00,90.0
2022-06-04 06:56:06+02:00,90.2
2022-06-04 06:57:06+02:00,90.3
2022-06-04 06:58:07+02:00,90.7
2022-06-04 06:59:07+02:00,91.8
2022-06-04 07:00:07+02:00,91.8
2022-06-04 07:01:07+02:00,92.2
2022-06-04 07:02:07+02:00,91.8
2022-06-04 07:03:07+02:00,91.7
2022-06-04 07:04:08+02:00,90.9
2022-06-04 07:05:08+02:00,90.5
2022-06-04 07:06:08+02:00,90.4
2022-06-04 07:07:08+02:00,91.5
2022-06-04 07:08:08+02:00,91.3
2022-06-04 07:09:09+02:00,92.8
2022-06-04 07:10:09+02:00,93.0
2022-06-04 07:11:09+02:00,93.0
2022-06-04 07:12:09+02:00,92.4
2022-06-04 07:13:09+02:00,92.8
2022-06-04 07:14:10+02:00,92.3
2022-06-04 07:15:10+02:00,92.3
2022-06-04 07:16:10+02:00,92.3
2022-06-04 07:17:10+02:00,91.6
2022-06-04 07:18:10+02:00,86.8
2022-06-04 07:19:11+02:00,86.9
2022-06-04 07:20:11+02:00,86.5
2022-06-04 07:21:11+02:00,86.0
2022-06-04 07:22:11+02:00,88.9
2022-06-04 07:23:11+02:00,88.1
2022-06-04 07:24:11+02:00,86.5
2022-06-04 07:25:12+02:00,85.9
2022-06-04 07:26:12+02:00,50.0
2022-06-04 07:27:12+02:00,83.5
2022-06-04 07:28:12+02:00,84.0
2022-06-04 07:29:12+02:00,83.5
2022-06-04 07:30:13+02:00,82.2
2022-06-04 07:31:13+02:00,50.0
2022-06-04 07:32:13+02:00,84.4
2022-06-04 07:33:13+02:00,85.9
2022-06-04 07:34:13+02:00,85.2
2022-06-04 07:35:13+02:00,84.4
2022-06-04 07:36:14+02:00,84.1
2022-06-04 07:37:14+02:00,82.7
2022-06-04 07:38:14+02:00,82.3
2022-06-04 07:39:14+02:00,82.3
2022-06-04 07:40:14+02:00,82.6
2022-06-04 07:41:15+02:00,83.1
2022-06-04 07:42:15+02:00,83.3
2022-06-04 07:43:15+02:00,84.2
2022-06-04 07:44:15+02:00,84.0
2022-06-04 07:45:15+02:00,83.6
2022-06-04 07:46:16+02:00,50.0
2022-06-04 07:47:16+02:00,86.3
2022-06-04 07:48:16+02:00,88.3
2022-06-04 07:49:16+02:00,90.3
2022-06-04 07:50:16+02:00,90.4
2022-06-04 07:51:16+02:00,91.2
2022-06-04 07:52:17+02:00,91.2
2022-06-04 07:53:17+02:00,92.6
2022-06-04 07:54:17+02:00,93.5
2022-06-04 07:55:17+02:00,93.3
2022-06-04 07:56:17+02:00,93.4
2022-06-04 07:57:18+02:00,93.8
2022-06-04 07:58:18+02:00,93.9
2022-06-04 07:59:18+02:00,93.4
2022-06-04 08:00:18+02:00,94.0
2022-06-04 08:01:18+02:00,94.4
2022-06-04 08:02:19+02:00,94.5
2022-06-04 08:03:19+02:00,94.2
2022-06-04 08:04:19+02:00,94.5
2022-06-04 08:05:19+02:00,94.7
2022-06-04 08:06:19+02:00,94.7
2022-06-04 08:07:19+02:00,94.7
2022-06-04 08:08:20+02:00,94.2
2022-06-04 08:09:20+02:00,94.4
2022-06-04 08:10:20+02:00,93.7
2022-06-04 08:11:20+02:00,93.6
2022-06-04 08:12:20+02:00,94.0
2022-06-04 08:13:21+02:00,93.7
2022-06-04 08:14:21+02:00,94.1
2022-06-04 08:15:21+02:00,93.8
2022-06-04 08:16:21+02:00,93.7
2022-06-04 08:17:21+02:00,93.6
2022-06-04 08:18:21+02:00,94.0
2022-06-04 08:19:22+02:00,50.0
2022-06-04 08:20:22+02:00,91.9
2022-06-04 08:21:22+02:00,89.0
2022-06-04 08:22:22+02:00,86.0
2022-06-04 08:23:22+02:00,82.5
2022-06-04 08:24:23+02:00,81.4
2022-06-04 08:25:23+02:00,80.1
2022-06-04 08:26:23+02:00,80.8
2022-06-04 08:27:23+02:00,80.5
2022-06-04 08:28:23+02:00,79.8
2022-06-04 08:29:24+02:00,79.9
2022-06-04 08:30:24+02:00,80.2
2022-06-04 08:31:24+02:00,50.0
2022-06-04 08:32:24+02:00,81.7
2022-06-04 08:33:24+02:00,83.1
2022-06-04 08:34:24+02:00,82.7
2022-06-04 08:35:25+02:00,83.0
2022-06-04 08:36:25+02:00,83.1
2022-06-04 08:37:25+02:00,81.9
2022-06-04 08:38:25+02:00,79.4
2022-06-04 08:39:25+02:00,77.9
2022-06-04 08:40:26+02:00,79.2
2022-06-04 08:41:26+02:00,79.1
2022-06-04 08:42:26+02:00,79.7
2022-06-04 08:43:26+02:00,80.8
2022-06-04 08:44:26+02:00,81.2
2022-06-04 08:45:26+02:00,80.5
2022-06-04 08:46:27+02:00,80.9
2022-06-04 08:47:27+02:00,80.2
2022-06-04 08:48:27+02:00,79.3
2022-06-04 08:49:27+02:00,79.3
2022-06-04 08:50:27+02:00,78.6
2022-06-04 08:51:28+02:00,50.0
2022-06-04 08:52:28+02:00,80.4
2022-06-04 08:53:28+02:00,80.8
2022-06-04 08:54:28+02:00,81.3
2022-06-04 08:55:28+02:00,79.9
2022-06-04 08:56:28+02:00,78.3
2022-06-04 08:57:29+02:00,50.0
2022-06-04 08:58:29+02:00,79.0
2022-06-04 08:59:29+02:00,50.0
2022-06-04 09:00:29+02:00,50.0
2022-06-04 09:01:29+02:00,79.2
2022-06-04 09:02:30+02:00,50.0
2022-06-04 09:03:30+02:00,50.0
2022-06-04 09:04:30+02:00,50.0
2022-06-04 09:05:30+02:00,50.0
2022-06-04 09:06:30+02:00,50.0
2022-06-04 09:07:30+02:00,84.0
2022-06-04 09:08:30+02:00,84.8
2022-06-04 09:09:30+02:00,50.0
2022-06-04 09:10:30+02:00,50.0
2022-06-04 09:11:31+02:00,50.0
2022-06-04 09:12:31+02:00,50.0
2022-06-04 09:13:31+02:00,86.5
2022-06-04 09:14:31+02:00,50.0
