timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-05-18 02:00:00+02:00,94.3,92.4,96.0
2022-05-19 02:00:00+02:00,94.8,92.5,96.9
2022-05-20 02:00:00+02:00,95.2,95.0,96.6
2022-05-21 02:00:00+02:00,94.6,90.3,98.0
2022-05-22 02:00:00+02:00,94.8,93.5,96.0
2022-05-23 02:00:00+02:00,95.0,92.8,98.4
2022-05-24 02:00:00+02:00,95.2,92.8,96.9
2022-05-25 02:00:00+02:00,95.3,93.4,97.4
2022-05-26 02:00:00+02:00,95.5,94.9,96.5
2022-05-27 02:00:00+02:00,96.1,96.0,96.8
2022-05-28 02:00:00+02:00,94.6,93.3,96.0
2022-05-29 02:00:00+02:00,95.2,93.5,97.0
2022-05-30 02:00:00+02:00,96.5,94.1,99.5
2022-05-31 02:00:00+02:00,94.2,93.0,95.6
2022-06-01 02:00:00+02:00,94.7,91.0,97.6
