timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-05-18 02:00:00+02:00,92.7,89.6,97.9
2022-05-19 02:00:00+02:00,92.9,91.5,94.1
2022-05-20 02:00:00+02:00,92.4,90.0,93.6
2022-05-21 02:00:00+02:00,94.1,91.0,97.5
2022-05-22 02:00:00+02:00,94.1,90.1,96.5
2022-05-23 02:00:00+02:00,92.6,90.3,95.3
2022-05-25 02:00:00+02:00,94.1,91.6,100.0
2022-05-26 02:00:00+02:00,93.1,91.0,95.4
2022-05-27 02:00:00+02:00,93.9,91.1,96.6
2022-05-28 02:00:00+02:00,94.2,91.5,96.3
2022-05-29 02:00:00+02:00,94.4,92.1,97.0
2022-05-30 02:00:00+02:00,93.2,91.0,95.4
2022-05-31 02:00:00+02:00,94.2,90.9,97.4
