timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-06-03 02:00:00+02:00,95.1,93.4,98.8
2022-06-04 02:00:00+02:00,93.0,91.5,95.0
2022-06-05 02:00:00+02:00,93.7,91.5,95.5
2022-06-06 02:00:00+02:00,93.8,92.1,96.4
2022-06-07 02:00:00+02:00,93.4,91.4,96.3
2022-06-08 02:00:00+02:00,93.5,91.0,95.9
2022-06-09 02:00:00+02:00,93.6,91.0,98.0
2022-06-10 02:00:00+02:00,94.1,91.3,97.5
2022-06-11 02:00:00+02:00,93.8,91.5,96.4
2022-06-12 02:00:00+02:00,94.6,91.5,97.4
2022-06-13 02:00:00+02:00,93.1,91.6,96.0
2022-06-14 02:00:00+02:00,93.2,90.9,95.0
2022-06-15 02:00:00+02:00,94.0,92.5,96.1
2022-06-16 02:00:00+02:00,94.0,90.4,96.4
2022-06-17 02:00:00+02:00,93.8,91.0,96.4
