timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-05-18 02:00:00+02:00,93.4,90.6,97.5
2022-05-19 02:00:00+02:00,94.3,92.1,97.5
2022-05-20 02:00:00+02:00,93.1,90.5,95.8
2022-05-21 02:00:00+02:00,94.4,92.8,96.1
2022-05-22 02:00:00+02:00,93.2,91.6,95.0
2022-05-23 02:00:00+02:00,89.6,89.0,92.5
2022-05-24 02:00:00+02:00,94.9,92.3,97.6
2022-05-25 02:00:00+02:00,93.6,90.3,96.1
2022-05-27 02:00:00+02:00,93.9,91.4,96.4
2022-05-28 02:00:00+02:00,92.8,89.8,96.4
2022-05-29 02:00:00+02:00,92.5,90.5,95.0
2022-05-30 02:00:00+02:00,91.2,85.6,93.5
2022-05-31 02:00:00+02:00,92.7,90.9,94.6
