timestamp,sleep_average_oxygen_saturation,lower_bound_oxygen_saturation,upper_bound_oxygen_saturation
2022-06-01 02:00:00+02:00,91.0,90.5,91.5
2022-06-02 02:00:00+02:00,91.5,89.0,92.9
2022-06-03 02:00:00+02:00,92.5,90.5,94.3
2022-06-04 02:00:00+02:00,93.4,90.6,96.0
2022-06-05 02:00:00+02:00,94.2,91.9,99.8
2022-06-06 02:00:00+02:00,93.2,90.3,95.6
2022-06-07 02:00:00+02:00,92.2,90.5,93.5
2022-06-08 02:00:00+02:00,91.9,89.5,95.5
2022-06-09 02:00:00+02:00,91.7,88.8,94.3
2022-06-10 02:00:00+02:00,92.6,90.0,96.3
2022-06-11 02:00:00+02:00,92.1,89.0,94.0
2022-06-12 02:00:00+02:00,92.4,90.4,94.3
2022-06-13 02:00:00+02:00,92.5,91.4,93.9
2022-06-14 02:00:00+02:00,92.9,91.6,94.5
2022-06-15 02:00:00+02:00,92.5,91.4,93.5
2022-06-16 02:00:00+02:00,92.4,90.8,94.1
2022-06-17 02:00:00+02:00,91.0,89.5,92.5
2022-06-18 02:00:00+02:00,90.9,87.9,93.0
2022-06-19 02:00:00+02:00,92.8,91.0,95.5
2022-06-20 02:00:00+02:00,92.4,91.1,93.0
