sleep_id,start_time,end_time,duration,minutes_asleep,minutes_awake,minutes_in_bed,main_sleep,minutes_in_deep_sleep,minutes_in_light_sleep,minutes_in_rem
36927375299,2022-05-18 02:36:00+02:00,2022-05-18 06:12:00+02:00,216.0,193,23,216,True,10,175,8
36929141571,2022-05-18 07:20:30+02:00,2022-05-18 09:15:30+02:00,115.0,113,2,115,False,NA,NA,NA
36944381205,2022-05-19 03:21:00+02:00,2022-05-19 07:45:00+02:00,264.0,236,28,264,True,35,167,34
36958334805,2022-05-20 03:21:00+02:00,2022-05-20 08:02:30+02:00,281.0,253,28,281,True,36,168,49
36966837011,2022-05-21 04:03:00+02:00,2022-05-21 08:53:30+02:00,290.0,258,32,290,True,53,165,40
36979191472,2022-05-22 04:23:30+02:00,2022-05-22 09:15:30+02:00,292.0,260,32,292,True,51,167,42
36991798340,2022-05-23 03:54:00+02:00,2022-05-23 07:24:00+02:00,210.0,186,24,210,True,32,130,24
37003940020,2022-05-24 03:32:00+02:00,2022-05-24 07:59:00+02:00,267.0,235,32,267,True,42,149,44
37016865142,2022-05-25 02:23:30+02:00,2022-05-25 08:12:30+02:00,349.0,309,40,349,True,47,194,68
37040489952,2022-05-27 00:57:30+02:00,2022-05-27 02:28:00+02:00,90.0,68,18,90,False,NA,NA,NA
37041586528,2022-05-27 04:30:00+02:00,2022-05-27 09:03:00+02:00,273.0,242,31,273,True,28,179,35
37054380273,2022-05-28 05:21:30+02:00,2022-05-28 08:32:30+02:00,191.0,166,25,191,True,39,122,5
37065630864,2022-05-29 01:57:30+02:00,2022-05-29 09:44:00+02:00,466.0,402,64,466,True,63,294,45
37078511927,2022-05-30 03:49:30+02:00,2022-05-30 08:29:30+02:00,280.0,248,32,280,True,33,150,65
37091601996,2022-05-31 03:29:00+02:00,2022-05-31 07:27:00+02:00,238.0,205,33,238,True,23,170,12
