sleep_id,start_time,end_time,duration,minutes_asleep,minutes_awake,minutes_in_bed,main_sleep,minutes_in_deep_sleep,minutes_in_light_sleep,minutes_in_rem
36958331798,2022-05-20 01:20:30+02:00,2022-05-20 08:07:30+02:00,407.0,368,39,407,True,86,180,102
36969971094,2022-05-21 03:26:00+02:00,2022-05-21 09:58:30+02:00,392.0,356,36,392,True,72,177,107
36975787145,2022-05-21 17:49:30+02:00,2022-05-21 18:59:30+02:00,70.0,64,6,70,False,NA,NA,NA
36979206012,2022-05-22 01:49:00+02:00,2022-05-22 08:05:30+02:00,376.0,339,37,376,True,60,220,59
36989500319,2022-05-23 00:04:30+02:00,2022-05-23 08:11:30+02:00,487.0,439,48,487,True,78,260,101
37006299446,2022-05-24 02:48:00+02:00,2022-05-24 08:03:00+02:00,315.0,274,41,315,True,53,159,62
37018585745,2022-05-25 01:43:00+02:00,2022-05-25 08:11:30+02:00,388.0,348,40,388,True,83,200,65
37029061878,2022-05-26 00:06:00+02:00,2022-05-26 08:08:30+02:00,482.0,433,49,482,True,105,262,66
37043569658,2022-05-27 00:40:30+02:00,2022-05-27 04:32:00+02:00,231.0,201,30,231,True,39,119,43
37053155810,2022-05-27 22:23:30+02:00,2022-05-28 06:12:30+02:00,469.0,406,63,469,True,96,254,56
37085621681,2022-05-30 00:26:00+02:00,2022-05-30 08:07:30+02:00,461.0,414,47,461,True,71,257,86
37085621682,2022-05-30 10:03:00+02:00,2022-05-30 12:17:30+02:00,134.0,134,0,134,False,NA,NA,NA
37097591310,2022-05-31 01:11:00+02:00,2022-05-31 08:08:00+02:00,417.0,381,36,417,True,86,202,93
37107740603,2022-05-31 23:16:30+02:00,2022-06-01 08:10:30+02:00,534.0,479,55,534,True,77,333,69
37118448909,2022-06-02 01:52:00+02:00,2022-06-02 08:05:00+02:00,373.0,321,52,373,True,59,233,29
