timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-17 00:00:00+02:00,32,30,0,1132,259,31,18
2022-05-18 00:00:00+02:00,26,30,0,572,261,40,20
2022-05-20 00:00:00+02:00,34,12,0,561,269,37,11
2022-05-21 00:00:00+02:00,68,28,0,547,188,87,38
2022-05-22 00:00:00+02:00,11,0,0,562,268,18,8
2022-05-23 00:00:00+02:00,9,6,0,767,247,6,0
2022-05-24 00:00:00+02:00,6,0,0,691,215,0,0
2022-05-25 00:00:00+02:00,30,16,0,427,250,39,26
2022-05-26 00:00:00+02:00,23,16,0,1077,312,29,22
2022-05-27 00:00:00+02:00,24,18,0,544,227,24,9
2022-05-28 00:00:00+02:00,23,18,0,811,216,22,9
2022-05-29 00:00:00+02:00,35,6,0,235,237,29,7
2022-05-30 00:00:00+02:00,6,0,0,623,229,20,8
