timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-06 00:00:00+02:00,4,0,0,1205,225,7,3
2022-06-07 00:00:00+02:00,6,2,0,840,235,0,0
2022-06-08 00:00:00+02:00,24,2,0,811,241,16,56
2022-06-09 00:00:00+02:00,9,0,0,896,223,0,0
2022-06-10 00:00:00+02:00,31,0,0,644,267,27,59
2022-06-11 00:00:00+02:00,12,4,0,864,154,8,9
2022-06-13 00:00:00+02:00,41,0,0,850,147,32,61
2022-06-14 00:00:00+02:00,1,0,0,765,194,0,0
2022-06-15 00:00:00+02:00,13,0,0,845,177,8,7
2022-06-16 00:00:00+02:00,1,8,0,887,131,0,0
2022-06-17 00:00:00+02:00,3,0,0,1268,172,0,0
2022-06-20 00:00:00+02:00,6,12,0,823,152,2,11
2022-06-21 00:00:00+02:00,1,0,0,1069,113,0,0
2022-06-22 00:00:00+02:00,2,2,0,683,18,1,15
