timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-20 00:00:00+02:00,30,30,32,1037,295,29,67
2022-05-21 00:00:00+02:00,24,0,0,71,360,23,47
2022-05-22 00:00:00+02:00,11,0,0,0,259,8,39
2022-05-23 00:00:00+02:00,69,10,0,78,361,57,78
2022-05-24 00:00:00+02:00,84,44,22,181,287,23,166
2022-05-25 00:00:00+02:00,62,8,0,579,181,68,66
2022-05-26 00:00:00+02:00,64,42,0,239,264,40,70
2022-05-27 00:00:00+02:00,7,0,0,539,264,28,38
2022-05-28 00:00:00+02:00,16,0,0,184,290,35,61
2022-05-29 00:00:00+02:00,15,0,0,1046,268,36,90
2022-05-30 00:00:00+02:00,81,4,0,1187,98,66,61
2022-05-31 00:00:00+02:00,79,64,0,145,198,55,93
2022-06-01 00:00:00+02:00,18,0,0,65,336,18,46
2022-06-02 00:00:00+02:00,23,16,0,121,362,25,49
