timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-07 00:00:00+02:00,36,26,0,1034,295,62,49
2022-06-08 00:00:00+02:00,16,0,0,642,249,26,36
2022-06-09 00:00:00+02:00,1,0,0,706,261,10,2
2022-06-10 00:00:00+02:00,10,2,0,555,220,12,19
2022-06-11 00:00:00+02:00,48,16,0,488,307,83,50
2022-06-12 00:00:00+02:00,8,0,0,629,286,55,34
2022-06-13 00:00:00+02:00,54,0,0,590,234,62,46
2022-06-14 00:00:00+02:00,10,4,0,695,246,8,8
2022-06-15 00:00:00+02:00,6,0,0,670,250,15,5
2022-06-16 00:00:00+02:00,24,10,0,665,240,30,24
2022-06-17 00:00:00+02:00,78,4,0,725,195,51,39
2022-06-18 00:00:00+02:00,47,2,0,524,246,39,31
2022-06-19 00:00:00+02:00,17,0,0,733,193,35,17
2022-06-20 00:00:00+02:00,46,32,0,555,216,25,61
