timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-17 00:00:00+02:00,16,0,0,1190,222,22,0
2022-05-18 00:00:00+02:00,5,0,0,385,222,0,0
2022-05-19 00:00:00+02:00,15,0,0,389,250,12,0
2022-05-21 00:00:00+02:00,21,0,0,63,170,11,6
2022-05-22 00:00:00+02:00,6,0,0,1285,132,0,0
2022-05-23 00:00:00+02:00,7,0,0,500,217,0,0
2022-05-24 00:00:00+02:00,1,0,0,521,171,0,0
2022-05-25 00:00:00+02:00,3,0,0,424,163,0,0
2022-05-26 00:00:00+02:00,10,2,0,454,164,6,7
2022-05-28 00:00:00+02:00,27,0,0,46,69,23,5
2022-05-29 00:00:00+02:00,146,36,0,0,364,52,37
2022-05-30 00:00:00+02:00,62,0,0,0,146,31,13
2022-05-31 00:00:00+02:00,8,0,0,454,191,0,0
2022-06-01 00:00:00+02:00,1,0,0,757,101,0,0
