timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-03 00:00:00+02:00,1,0,0,1124,216,11,26
2022-06-04 00:00:00+02:00,66,34,4,566,353,74,77
2022-06-05 00:00:00+02:00,39,6,0,635,277,85,79
2022-06-06 00:00:00+02:00,27,40,0,629,252,46,53
2022-06-07 00:00:00+02:00,30,14,0,696,280,50,91
2022-06-08 00:00:00+02:00,40,40,2,787,209,23,50
2022-06-09 00:00:00+02:00,4,8,0,791,274,16,33
2022-06-10 00:00:00+02:00,33,14,0,766,339,62,64
2022-06-11 00:00:00+02:00,41,36,4,527,220,58,99
2022-06-13 00:00:00+02:00,35,58,0,701,239,13,58
2022-06-14 00:00:00+02:00,31,70,0,761,201,19,70
2022-06-15 00:00:00+02:00,31,54,18,828,233,18,50
2022-06-16 00:00:00+02:00,60,12,0,730,291,10,56
2022-06-17 00:00:00+02:00,1,0,0,753,344,5,11
2022-06-18 00:00:00+02:00,5,0,0,791,448,18,6
2022-06-19 00:00:00+02:00,1,0,0,787,264,14,1
