timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-02 00:00:00+02:00,1,0,0,1159,200,14,67
2022-06-03 00:00:00+02:00,2,0,0,795,293,0,0
2022-06-04 00:00:00+02:00,22,10,0,565,313,13,64
2022-06-05 00:00:00+02:00,14,0,0,569,330,5,9
2022-06-06 00:00:00+02:00,6,0,0,758,308,3,6
2022-06-07 00:00:00+02:00,9,2,0,672,271,18,21
2022-06-08 00:00:00+02:00,1,0,0,661,305,7,1
2022-06-09 00:00:00+02:00,1,0,0,655,242,0,0
2022-06-10 00:00:00+02:00,2,0,0,723,241,5,3
2022-06-11 00:00:00+02:00,10,0,0,527,338,0,0
2022-06-12 00:00:00+02:00,5,0,0,647,349,0,0
2022-06-13 00:00:00+02:00,6,0,0,800,234,5,4
2022-06-14 00:00:00+02:00,1,0,0,651,350,0,0
2022-06-16 00:00:00+02:00,18,6,0,676,294,4,7
2022-06-17 00:00:00+02:00,1,0,0,666,327,0,0
2022-06-18 00:00:00+02:00,22,0,0,600,448,10,13
