timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-06 00:00:00+02:00,14,0,0,1234,189,17,0
2022-06-07 00:00:00+02:00,40,6,0,547,321,55,31
2022-06-08 00:00:00+02:00,14,24,6,538,214,109,84
2022-06-10 00:00:00+02:00,55,128,6,597,169,62,158
2022-06-11 00:00:00+02:00,153,152,26,518,201,89,244
2022-06-12 00:00:00+02:00,45,104,2,546,193,18,99
2022-06-13 00:00:00+02:00,9,2,0,572,312,24,5
2022-06-14 00:00:00+02:00,26,42,0,633,263,31,54
2022-06-16 00:00:00+02:00,22,6,0,699,228,32,44
2022-06-17 00:00:00+02:00,90,78,12,536,336,14,118
2022-06-18 00:00:00+02:00,130,98,0,388,334,81,171
2022-06-19 00:00:00+02:00,7,14,0,716,252,17,26
2022-06-21 00:00:00+02:00,7,6,6,685,299,36,22
2022-06-22 00:00:00+02:00,10,0,0,1102,297,30,11
2022-06-23 00:00:00+02:00,7,0,0,944,51,0,0
