timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-17 00:00:00+02:00,19,0,0,1128,239,35,38
2022-05-18 00:00:00+02:00,50,52,0,280,279,32,71
2022-05-19 00:00:00+02:00,54,20,0,248,278,7,57
2022-05-20 00:00:00+02:00,96,138,0,236,217,94,117
2022-05-21 00:00:00+02:00,69,34,0,97,326,18,71
2022-05-22 00:00:00+02:00,44,0,0,569,212,48,47
2022-05-23 00:00:00+02:00,123,120,0,486,239,111,131
2022-05-24 00:00:00+02:00,1,0,0,527,368,20,3
2022-05-25 00:00:00+02:00,56,60,0,266,292,105,73
2022-05-26 00:00:00+02:00,13,0,0,1126,270,25,19
2022-05-27 00:00:00+02:00,17,72,0,316,293,29,56
2022-05-29 00:00:00+02:00,2,0,0,448,218,0,0
2022-05-30 00:00:00+02:00,4,4,0,665,79,0,0
