timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-02 00:00:00+02:00,42,34,0,1297,79,22,42
2022-06-03 00:00:00+02:00,7,2,0,683,279,12,16
2022-06-04 00:00:00+02:00,2,0,0,779,248,7,0
2022-06-05 00:00:00+02:00,19,0,0,569,294,45,38
2022-06-06 00:00:00+02:00,8,0,0,722,233,9,29
2022-06-07 00:00:00+02:00,59,66,0,617,224,27,100
2022-06-09 00:00:00+02:00,3,0,0,649,135,26,26
2022-06-11 00:00:00+02:00,73,0,0,575,298,31,44
2022-06-12 00:00:00+02:00,1,0,0,687,180,19,26
2022-06-13 00:00:00+02:00,7,0,0,722,198,25,44
2022-06-14 00:00:00+02:00,44,74,0,660,276,12,89
2022-06-15 00:00:00+02:00,1,2,0,790,235,0,0
2022-06-16 00:00:00+02:00,44,44,0,704,230,11,56
2022-06-17 00:00:00+02:00,1,0,0,996,91,0,0
