timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-18 00:00:00+02:00,19,0,0,1084,230,20,33
2022-05-19 00:00:00+02:00,42,2,0,325,214,36,15
2022-05-20 00:00:00+02:00,56,0,0,295,243,35,81
2022-05-21 00:00:00+02:00,46,0,0,282,220,33,57
2022-05-22 00:00:00+02:00,64,0,0,3,177,9,69
2022-05-23 00:00:00+02:00,56,4,0,559,234,43,49
2022-05-24 00:00:00+02:00,44,14,0,203,199,22,42
2022-05-25 00:00:00+02:00,29,4,0,325,187,41,49
2022-05-26 00:00:00+02:00,48,2,0,283,181,77,81
2022-05-27 00:00:00+02:00,39,0,0,78,171,58,80
2022-05-28 00:00:00+02:00,34,0,0,256,105,46,69
2022-05-29 00:00:00+02:00,84,8,0,184,165,48,132
2022-05-30 00:00:00+02:00,35,0,0,259,244,30,40
2022-05-31 00:00:00+02:00,24,0,0,441,127,30,30
