timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-03 00:00:00+02:00,38,34,0,1115,169,68,88
2022-06-04 00:00:00+02:00,9,0,0,625,74,70,130
2022-06-06 00:00:00+02:00,58,12,0,688,201,24,58
2022-06-07 00:00:00+02:00,87,48,0,611,171,41,121
2022-06-08 00:00:00+02:00,3,0,0,831,108,16,9
2022-06-09 00:00:00+02:00,4,0,0,795,166,25,2
2022-06-10 00:00:00+02:00,11,0,0,835,114,7,9
2022-06-11 00:00:00+02:00,1,0,0,813,136,10,3
2022-06-13 00:00:00+02:00,48,10,0,693,218,9,38
2022-06-14 00:00:00+02:00,38,20,0,698,212,20,49
2022-06-15 00:00:00+02:00,37,0,0,849,84,18,26
2022-06-16 00:00:00+02:00,42,46,0,840,84,10,55
2022-06-17 00:00:00+02:00,18,0,0,852,69,24,16
2022-06-19 00:00:00+02:00,12,0,0,931,86,7,14
2022-06-20 00:00:00+02:00,22,10,0,655,119,17,44
2022-06-21 00:00:00+02:00,1,0,0,847,140,0,0
2022-06-22 00:00:00+02:00,18,22,0,833,77,3,27
2022-06-23 00:00:00+02:00,13,2,0,889,23,8,28
