timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-03 00:00:00+02:00,144,0,0,1125,115,111,89
2022-06-04 00:00:00+02:00,388,166,0,0,61,113,364
2022-06-05 00:00:00+02:00,49,0,0,224,255,62,89
2022-06-06 00:00:00+02:00,17,0,0,216,91,21,38
2022-06-07 00:00:00+02:00,49,2,0,310,63,7,46
2022-06-08 00:00:00+02:00,66,0,0,0,124,101,77
2022-06-09 00:00:00+02:00,2,0,0,242,97,9,14
2022-06-10 00:00:00+02:00,352,14,0,0,101,233,213
2022-06-11 00:00:00+02:00,306,12,4,0,153,155,256
2022-06-12 00:00:00+02:00,31,0,0,377,75,19,24
2022-06-13 00:00:00+02:00,30,0,0,390,142,22,10
2022-06-14 00:00:00+02:00,18,0,0,398,102,12,12
2022-06-15 00:00:00+02:00,274,126,0,230,133,126,262
2022-06-16 00:00:00+02:00,31,0,0,36,162,73,29
2022-06-17 00:00:00+02:00,11,0,0,699,72,5,4
