timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-06 00:00:00+02:00,28,8,0,1274,98,28,40
2022-06-07 00:00:00+02:00,29,18,0,827,161,27,15
2022-06-08 00:00:00+02:00,7,2,0,892,173,2,8
2022-06-09 00:00:00+02:00,68,0,0,759,111,39,52
2022-06-10 00:00:00+02:00,23,10,0,834,155,18,28
2022-06-11 00:00:00+02:00,10,4,0,769,168,10,40
2022-06-12 00:00:00+02:00,36,6,0,561,196,31,27
2022-06-13 00:00:00+02:00,35,16,0,696,165,38,39
2022-06-14 00:00:00+02:00,13,0,0,779,106,12,8
2022-06-15 00:00:00+02:00,51,20,0,680,174,25,36
2022-06-16 00:00:00+02:00,62,8,0,722,191,41,56
2022-06-17 00:00:00+02:00,57,10,0,714,146,39,40
2022-06-18 00:00:00+02:00,75,16,0,672,80,33,71
2022-06-19 00:00:00+02:00,109,0,0,604,222,116,34
2022-06-20 00:00:00+02:00,89,8,0,693,157,49,51
2022-06-21 00:00:00+02:00,33,0,0,715,181,33,8
2022-06-22 00:00:00+02:00,18,0,0,1070,60,10,0
