timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-17 00:00:00+02:00,6,0,0,1263,127,15,24
2022-05-18 00:00:00+02:00,26,0,0,354,155,10,72
2022-05-19 00:00:00+02:00,18,0,0,255,162,48,67
2022-05-20 00:00:00+02:00,32,4,0,289,234,45,48
2022-05-21 00:00:00+02:00,18,0,0,254,148,34,38
2022-05-22 00:00:00+02:00,1,0,0,297,193,14,66
2022-05-23 00:00:00+02:00,6,0,0,1260,52,40,13
2022-05-24 00:00:00+02:00,5,2,0,153,121,19,3
2022-05-25 00:00:00+02:00,5,0,0,618,169,11,4
2022-05-26 00:00:00+02:00,21,2,0,279,135,44,32
2022-05-27 00:00:00+02:00,38,2,0,524,193,43,60
2022-05-28 00:00:00+02:00,3,0,0,0,212,9,2
2022-05-29 00:00:00+02:00,24,6,0,57,158,53,32
2022-05-30 00:00:00+02:00,38,16,0,126,152,31,60
2022-05-31 00:00:00+02:00,44,32,0,155,129,41,44
2022-06-01 00:00:00+02:00,41,2,0,545,190,17,46
2022-06-02 00:00:00+02:00,4,0,0,332,30,0,0
