timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-03 00:00:00+02:00,17,0,0,809,172,19,2
2022-06-05 00:00:00+02:00,3,0,0,205,199,0,0
2022-06-07 00:00:00+02:00,2,0,0,634,258,0,0
2022-06-08 00:00:00+02:00,3,0,0,653,287,13,3
2022-06-09 00:00:00+02:00,1,0,0,603,370,0,0
2022-06-10 00:00:00+02:00,18,0,0,411,331,14,4
2022-06-11 00:00:00+02:00,32,2,0,464,319,13,0
2022-06-13 00:00:00+02:00,41,4,0,535,409,8,3
2022-06-14 00:00:00+02:00,3,0,0,491,457,7,1
2022-06-15 00:00:00+02:00,10,0,0,330,358,49,35
2022-06-16 00:00:00+02:00,13,0,0,271,403,31,17
2022-06-17 00:00:00+02:00,6,0,0,10,378,0,0
2022-06-21 00:00:00+02:00,5,0,0,71,355,0,0
2022-06-22 00:00:00+02:00,2,0,0,504,64,10,2
