timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-17 00:00:00+02:00,98,0,0,1107,212,83,38
2022-05-18 00:00:00+02:00,10,0,0,257,333,83,5
2022-05-19 00:00:00+02:00,2,0,0,1440,0,0,0
2022-05-20 00:00:00+02:00,38,2,0,1440,0,0,0
2022-05-21 00:00:00+02:00,49,0,0,1440,0,0,0
2022-05-22 00:00:00+02:00,1,0,0,1125,254,60,1
2022-05-23 00:00:00+02:00,3,0,0,1038,381,16,5
2022-05-27 00:00:00+02:00,17,0,0,975,351,97,17
2022-05-28 00:00:00+02:00,3,0,0,1107,322,8,3
2022-05-30 00:00:00+02:00,5,0,0,349,341,40,26
2022-05-31 00:00:00+02:00,21,4,0,238,184,65,16
2022-06-01 00:00:00+02:00,93,6,0,125,375,134,44
2022-06-02 00:00:00+02:00,4,0,0,481,193,30,2
