timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-02 00:00:00+02:00,25,0,0,1108,303,17,12
2022-06-03 00:00:00+02:00,2,0,0,802,211,12,11
2022-06-04 00:00:00+02:00,2,0,0,653,286,10,0
2022-06-05 00:00:00+02:00,16,8,0,716,315,2,13
2022-06-06 00:00:00+02:00,3,0,0,756,255,8,17
2022-06-07 00:00:00+02:00,35,0,0,587,241,12,48
2022-06-08 00:00:00+02:00,15,0,0,788,244,6,19
2022-06-09 00:00:00+02:00,9,0,0,764,226,28,16
2022-06-10 00:00:00+02:00,14,0,0,645,355,0,0
2022-06-11 00:00:00+02:00,1,0,0,684,170,20,7
2022-06-12 00:00:00+02:00,11,0,0,684,263,21,18
2022-06-13 00:00:00+02:00,9,2,0,1123,298,7,12
2022-06-14 00:00:00+02:00,8,0,0,788,186,13,15
2022-06-15 00:00:00+02:00,8,0,0,825,213,10,11
2022-06-16 00:00:00+02:00,15,0,0,691,253,13,21
2022-06-17 00:00:00+02:00,6,0,0,684,274,16,2
2022-06-19 00:00:00+02:00,1,0,0,1084,31,0,0
2022-06-20 00:00:00+02:00,5,0,0,1219,221,0,0
2022-06-21 00:00:00+02:00,11,0,0,749,260,27,35
2022-06-22 00:00:00+02:00,8,2,0,1255,178,5,2
