timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-06 00:00:00+02:00,13,2,0,1322,98,12,8
2022-06-07 00:00:00+02:00,45,0,0,791,199,42,44
2022-06-08 00:00:00+02:00,19,0,0,757,148,49,33
2022-06-09 00:00:00+02:00,17,6,0,833,138,19,12
2022-06-10 00:00:00+02:00,40,10,0,783,180,35,49
2022-06-11 00:00:00+02:00,55,0,0,677,211,84,67
2022-06-12 00:00:00+02:00,95,20,0,780,142,36,104
2022-06-13 00:00:00+02:00,29,0,0,680,176,54,53
2022-06-14 00:00:00+02:00,14,0,0,693,291,37,38
2022-06-15 00:00:00+02:00,38,0,0,659,274,55,49
2022-06-16 00:00:00+02:00,7,0,0,657,156,9,1
2022-06-17 00:00:00+02:00,19,0,0,684,248,15,18
2022-06-18 00:00:00+02:00,129,34,0,650,199,153,92
2022-06-19 00:00:00+02:00,1,0,0,636,250,47,44
2022-06-21 00:00:00+02:00,2,0,0,982,32,0,0
