timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-02 00:00:00+02:00,23,4,0,107,334,9,3
2022-06-03 00:00:00+02:00,6,0,0,243,302,27,2
2022-06-04 00:00:00+02:00,4,0,0,59,339,33,13
2022-06-05 00:00:00+02:00,15,2,0,0,430,62,19
2022-06-07 00:00:00+02:00,32,0,0,533,248,47,20
2022-06-08 00:00:00+02:00,4,0,0,463,374,29,10
2022-06-09 00:00:00+02:00,2,0,0,178,342,0,0
2022-06-10 00:00:00+02:00,29,30,2,162,335,26,48
2022-06-11 00:00:00+02:00,20,0,0,133,450,56,19
2022-06-12 00:00:00+02:00,18,8,0,95,327,52,19
2022-06-13 00:00:00+02:00,14,0,0,179,365,68,18
2022-06-14 00:00:00+02:00,3,0,0,514,275,7,7
2022-06-15 00:00:00+02:00,8,0,0,542,346,4,12
2022-06-16 00:00:00+02:00,48,28,0,68,463,103,40
2022-06-17 00:00:00+02:00,1,0,0,7,243,16,26
2022-06-19 00:00:00+02:00,7,0,0,99,330,79,54
2022-06-20 00:00:00+02:00,3,2,0,763,57,18,24
