timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-18 00:00:00+02:00,26,0,0,1182,210,36,12
2022-05-19 00:00:00+02:00,2,0,0,811,211,10,18
2022-05-20 00:00:00+02:00,3,0,0,245,246,26,15
2022-05-21 00:00:00+02:00,108,8,0,460,190,71,57
2022-05-24 00:00:00+02:00,1,0,0,1013,287,0,0
2022-05-25 00:00:00+02:00,3,0,0,437,393,27,9
2022-05-26 00:00:00+02:00,18,2,0,475,319,10,34
2022-05-27 00:00:00+02:00,73,0,0,770,236,64,95
2022-05-28 00:00:00+02:00,142,10,0,518,254,96,63
2022-05-29 00:00:00+02:00,61,0,0,607,299,105,17
2022-05-31 00:00:00+02:00,7,0,0,424,344,27,15
2022-06-01 00:00:00+02:00,3,0,0,320,345,10,17
2022-06-02 00:00:00+02:00,1,0,0,959,79,0,0
