timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-31 00:00:00+02:00,1,0,0,1265,165,2,8
2022-06-02 00:00:00+02:00,15,4,0,701,322,5,7
2022-06-04 00:00:00+02:00,1,0,0,740,297,0,0
2022-06-05 00:00:00+02:00,3,0,0,796,209,31,15
2022-06-07 00:00:00+02:00,4,0,0,1146,286,8,0
2022-06-08 00:00:00+02:00,2,0,0,725,306,6,3
2022-06-09 00:00:00+02:00,3,0,0,920,225,0,0
2022-06-10 00:00:00+02:00,2,0,0,795,315,0,0
2022-06-11 00:00:00+02:00,1,0,0,845,322,12,3
2022-06-13 00:00:00+02:00,1,0,0,831,224,10,2
2022-06-14 00:00:00+02:00,1,0,0,907,229,0,0
2022-06-15 00:00:00+02:00,7,2,0,996,146,22,15
2022-06-17 00:00:00+02:00,3,0,0,1319,121,0,0
2022-06-21 00:00:00+02:00,1,0,0,1428,12,0,0
