timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-20 00:00:00+02:00,8,0,0,1144,186,15,1
2022-05-21 00:00:00+02:00,29,0,0,185,285,67,13
2022-05-22 00:00:00+02:00,9,0,0,446,269,21,10
2022-05-23 00:00:00+02:00,1,0,0,215,292,66,19
2022-05-24 00:00:00+02:00,1,0,0,428,211,52,19
2022-05-25 00:00:00+02:00,9,16,0,309,214,18,34
2022-05-26 00:00:00+02:00,19,0,0,395,225,50,27
2022-05-27 00:00:00+02:00,3,0,0,0,248,48,28
2022-05-28 00:00:00+02:00,12,0,0,254,258,57,25
2022-05-29 00:00:00+02:00,49,2,0,129,211,62,11
2022-05-30 00:00:00+02:00,11,0,0,131,121,31,17
2022-05-31 00:00:00+02:00,34,8,0,505,136,60,19
2022-06-01 00:00:00+02:00,31,0,0,0,182,70,26
2022-06-02 00:00:00+02:00,17,0,0,418,191,50,25
2022-06-03 00:00:00+02:00,1,0,0,706,74,14,8
