timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-17 00:00:00+02:00,5,2,0,1263,167,4,6
2022-05-18 00:00:00+02:00,23,2,0,166,220,31,35
2022-05-19 00:00:00+02:00,2,0,0,351,231,0,0
2022-05-20 00:00:00+02:00,14,0,0,335,393,0,0
2022-05-23 00:00:00+02:00,17,36,0,278,431,26,28
2022-05-24 00:00:00+02:00,3,0,0,200,451,0,0
2022-05-25 00:00:00+02:00,19,16,0,265,459,13,13
2022-05-26 00:00:00+02:00,12,0,0,215,451,3,5
2022-05-27 00:00:00+02:00,5,0,0,318,454,0,0
2022-05-28 00:00:00+02:00,2,0,0,193,155,0,0
2022-05-30 00:00:00+02:00,14,10,0,171,419,47,40
2022-05-31 00:00:00+02:00,4,0,0,522,265,6,1
