timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-17 00:00:00+02:00,84,6,0,1137,237,30,36
2022-05-18 00:00:00+02:00,75,0,0,431,306,50,13
2022-05-19 00:00:00+02:00,48,4,0,438,228,17,35
2022-05-20 00:00:00+02:00,63,2,0,526,290,38,18
2022-05-21 00:00:00+02:00,71,22,0,189,267,27,31
2022-05-22 00:00:00+02:00,324,42,0,48,469,103,138
2022-05-23 00:00:00+02:00,36,2,0,582,240,19,25
2022-05-24 00:00:00+02:00,45,2,0,548,314,55,27
2022-05-25 00:00:00+02:00,166,46,0,19,326,94,99
2022-05-26 00:00:00+02:00,26,0,0,563,218,30,35
2022-05-27 00:00:00+02:00,21,4,0,399,305,22,8
2022-05-28 00:00:00+02:00,166,28,0,0,279,78,78
2022-05-29 00:00:00+02:00,200,42,0,154,271,81,117
2022-05-30 00:00:00+02:00,100,40,0,404,230,27,99
2022-05-31 00:00:00+02:00,25,6,0,523,248,19,14
2022-06-01 00:00:00+02:00,28,0,0,497,254,8,27
2022-06-02 00:00:00+02:00,49,4,0,497,277,28,42
2022-06-03 00:00:00+02:00,49,6,0,525,262,15,26
2022-06-04 00:00:00+02:00,125,4,0,219,262,65,38
2022-06-05 00:00:00+02:00,145,0,0,0,355,94,54
2022-06-06 00:00:00+02:00,54,26,2,595,86,17,36
