timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-20 00:00:00+02:00,339,6,0,68,178,203,177
2022-05-21 00:00:00+02:00,15,0,0,149,337,68,32
2022-05-22 00:00:00+02:00,61,0,0,212,383,65,28
2022-05-23 00:00:00+02:00,17,0,0,268,124,28,46
2022-05-24 00:00:00+02:00,21,0,0,342,298,128,42
2022-05-26 00:00:00+02:00,8,0,0,195,213,49,19
2022-05-27 00:00:00+02:00,3,2,0,546,203,49,84
2022-05-28 00:00:00+02:00,23,0,0,224,176,95,104
2022-05-29 00:00:00+02:00,2,0,0,1196,244,0,0
2022-05-30 00:00:00+02:00,24,4,0,137,163,41,43
2022-05-31 00:00:00+02:00,38,6,0,232,212,56,63
2022-06-01 00:00:00+02:00,123,30,0,35,197,77,107
