timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-06-03 00:00:00+02:00,3,0,0,1252,170,5,13
2022-06-04 00:00:00+02:00,2,0,0,436,374,39,54
2022-06-05 00:00:00+02:00,12,10,0,448,370,29,22
2022-06-06 00:00:00+02:00,7,0,0,708,342,7,21
2022-06-07 00:00:00+02:00,5,0,0,582,421,12,11
2022-06-08 00:00:00+02:00,3,32,0,409,430,5,34
2022-06-09 00:00:00+02:00,1,0,0,643,382,4,5
2022-06-10 00:00:00+02:00,27,0,0,648,461,7,28
2022-06-11 00:00:00+02:00,9,0,0,916,365,21,33
2022-06-12 00:00:00+02:00,4,0,0,547,353,18,27
2022-06-14 00:00:00+02:00,27,0,0,545,456,77,27
2022-06-18 00:00:00+02:00,30,8,0,510,392,35,48
2022-06-19 00:00:00+02:00,2,0,0,517,398,11,34
2022-06-20 00:00:00+02:00,1,0,0,694,301,39,40
