timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-17 00:00:00+02:00,121,58,4,1011,147,101,181
2022-05-18 00:00:00+02:00,200,74,46,138,169,121,240
2022-05-19 00:00:00+02:00,127,0,0,181,246,112,187
2022-05-20 00:00:00+02:00,160,58,10,273,143,117,219
2022-05-21 00:00:00+02:00,2,0,0,576,220,30,50
2022-05-22 00:00:00+02:00,19,0,0,222,214,83,97
2022-05-23 00:00:00+02:00,71,18,2,258,147,73,190
2022-05-24 00:00:00+02:00,74,22,0,210,193,56,135
2022-05-25 00:00:00+02:00,147,0,0,0,115,112,453
2022-05-26 00:00:00+02:00,81,4,0,87,202,74,213
2022-05-27 00:00:00+02:00,128,52,2,45,197,46,212
2022-05-28 00:00:00+02:00,56,28,0,101,149,66,178
2022-05-29 00:00:00+02:00,22,0,0,175,132,132,223
2022-05-30 00:00:00+02:00,62,0,0,0,144,20,120
