timestamp,fat_burn_minutes,cardio_minutes,peak_minutes,sedentary_minutes,lightly_active_minutes,moderately_active_minutes,very_active_minutes
2022-05-17 00:00:00+02:00,10,0,0,561,200,24,3
2022-05-18 00:00:00+02:00,15,0,0,157,460,53,24
2022-05-19 00:00:00+02:00,136,16,0,303,196,46,207
2022-05-20 00:00:00+02:00,106,58,0,8,234,81,208
2022-05-21 00:00:00+02:00,133,92,0,0,222,101,218
2022-05-22 00:00:00+02:00,151,158,0,0,184,66,299
2022-05-23 00:00:00+02:00,65,18,0,0,166,80,272
2022-05-24 00:00:00+02:00,70,26,0,0,274,78,192
2022-05-26 00:00:00+02:00,11,4,0,260,448,10,12
2022-05-27 00:00:00+02:00,8,0,0,968,410,42,20
2022-05-28 00:00:00+02:00,1,0,0,0,387,0,0
2022-05-30 00:00:00+02:00,28,26,14,339,199,27,59
2022-05-31 00:00:00+02:00,15,0,0,336,293,19,6
2022-06-01 00:00:00+02:00,6,0,0,294,318,20,13
