start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-26 23:58:00+02:00,2022-05-27 05:41:30+02:00,329,32.53,109.04,634.13,0.22,1.35
2022-05-28 00:39:30+02:00,2022-05-28 07:34:30+02:00,415,32.48,58.83,212.5,0.2,1.04
2022-05-28 23:59:30+02:00,2022-05-29 08:38:00+02:00,518,33.42,483.67,536.62,0.52,0.91
2022-05-29 23:50:30+02:00,2022-05-30 07:36:00+02:00,465,32.97,216.62,191.4,0.49,0.81
2022-05-31 01:33:00+02:00,2022-05-31 06:27:30+02:00,295,32.35,-39.45,70.38,0.46,0.8
2022-05-31 23:56:30+02:00,2022-06-01 08:21:00+02:00,502,32.94,216.64,152.65,0.45,0.74
2022-05-31 23:56:30+02:00,2022-06-01 08:21:00+02:00,502,32.94,216.64,152.65,0.45,0.74
2022-06-01 23:52:00+02:00,2022-06-02 06:15:00+02:00,381,32.58,18.95,98.12,0.42,0.72
2022-06-02 23:51:30+02:00,2022-06-03 06:34:00+02:00,402,32.92,146.61,97.47,0.4,0.68
2022-06-04 00:03:00+02:00,2022-06-04 08:41:30+02:00,519,32.5,-16.84,49.04,0.39,0.66
2022-06-05 00:09:30+02:00,2022-06-05 07:22:00+02:00,432,32.6,20.52,116.21,0.37,0.65
2022-06-05 23:56:30+02:00,2022-06-06 07:29:30+02:00,453,32.74,73.85,192.51,0.35,0.65
2022-06-06 23:58:30+02:00,2022-06-07 06:45:30+02:00,407,33.35,310.18,262.79,0.39,0.64
