start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-06-05 01:11:30+02:00,2022-06-05 09:25:30+02:00,482,33.21,48.38,518.16,0.92,1.03
2022-06-05 23:59:30+02:00,2022-06-06 07:26:30+02:00,443,33.27,50.29,375.86,0.81,0.98
2022-06-06 23:51:30+02:00,2022-06-07 07:44:00+02:00,472,32.79,-149.04,467.5,0.71,0.99
2022-06-08 00:08:00+02:00,2022-06-08 07:24:30+02:00,433,33.78,271.49,317.64,0.75,0.95
2022-06-08 23:20:00+02:00,2022-06-09 09:24:30+02:00,597,33.67,274.5,798.53,0.74,0.99
2022-06-09 23:03:30+02:00,2022-06-10 06:08:30+02:00,425,32.17,-418.83,1623.86,0.75,1.2
2022-06-11 00:48:00+02:00,2022-06-11 09:00:30+02:00,480,32.85,-125.36,411.77,0.7,1.16
2022-06-12 00:45:00+02:00,2022-06-12 09:33:30+02:00,523,32.15,-430.85,1088.43,0.71,1.2
2022-06-13 00:15:00+02:00,2022-06-13 07:46:30+02:00,452,33.7,267.36,408.76,0.72,1.18
2022-06-14 00:22:30+02:00,2022-06-14 07:05:30+02:00,403,34.44,518.83,828.55,0.81,1.2
2022-06-15 00:47:00+02:00,2022-06-15 07:42:30+02:00,416,34.09,366.02,671.51,0.83,1.2
2022-06-16 00:13:00+02:00,2022-06-16 07:32:30+02:00,434,34.14,392.43,492.48,0.84,1.18
2022-06-17 01:55:30+02:00,2022-06-17 07:48:30+02:00,353,31.88,-467.66,803.37,0.88,1.22
