start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-06-03 01:46:00+02:00,2022-06-03 09:19:00+02:00,453,34.15,254.42,301.39,0.34,0.59
2022-06-04 01:52:00+02:00,2022-06-04 12:46:30+02:00,655,33.88,97.04,365.77,0.28,0.71
2022-06-05 01:02:30+02:00,2022-06-05 09:33:00+02:00,510,33.68,0.0,364.74,0.25,0.77
2022-06-06 01:16:30+02:00,2022-06-06 09:14:30+02:00,478,33.77,22.31,201.77,0.23,0.75
2022-06-07 00:56:30+02:00,2022-06-07 09:11:00+02:00,494,33.49,-92.7,198.16,0.23,0.74
2022-06-09 01:05:00+02:00,2022-06-09 09:04:30+02:00,474,33.44,-89.55,80.27,0.24,0.7
2022-06-10 01:50:00+02:00,2022-06-10 09:05:00+02:00,435,33.09,-216.34,233.3,0.3,0.71
2022-06-11 01:38:00+02:00,2022-06-11 07:46:30+02:00,369,33.3,-93.6,406.8,0.3,0.75
2022-06-12 03:11:30+02:00,2022-06-12 10:00:00+02:00,408,33.41,-50.67,356.84,0.29,0.77
2022-06-13 00:52:30+02:00,2022-06-13 09:27:00+02:00,514,33.1,-208.26,663.26,0.31,0.81
2022-06-15 01:29:00+02:00,2022-06-15 09:20:00+02:00,471,33.83,139.41,439.5,0.3,0.83
2022-06-16 03:00:00+02:00,2022-06-16 08:03:30+02:00,304,33.72,49.93,251.88,0.3,0.83
2022-06-17 01:15:00+02:00,2022-06-17 08:16:30+02:00,422,33.55,-0.0,134.29,0.29,0.82
