start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-20 23:29:00+02:00,2022-05-21 08:37:30+02:00,549,33.26,-0.0,1167.27,0.35,1.46
2022-05-22 00:09:30+02:00,2022-05-22 09:20:30+02:00,551,30.97,-1110.54,4070.72,1.11,1.94
2022-05-23 00:52:30+02:00,2022-05-23 05:49:00+02:00,296,33.13,0.0,336.54,0.99,1.83
2022-05-25 00:27:00+02:00,2022-05-25 06:42:00+02:00,375,33.32,44.36,424.84,0.92,1.74
2022-05-26 00:19:30+02:00,2022-05-26 06:41:30+02:00,379,32.54,-224.81,286.42,0.85,1.6
2022-05-27 01:27:30+02:00,2022-05-27 05:59:00+02:00,271,32.63,-79.25,297.67,0.78,1.55
2022-05-28 00:08:00+02:00,2022-05-28 09:39:30+02:00,572,32.81,0.0,232.71,0.73,1.44
2022-05-29 00:19:00+02:00,2022-05-29 10:49:30+02:00,619,32.1,-408.23,2030.01,0.72,1.49
2022-05-30 00:59:00+02:00,2022-05-30 06:54:00+02:00,355,33.45,225.36,515.33,0.72,1.49
2022-05-31 00:19:30+02:00,2022-05-31 06:39:00+02:00,379,33.5,200.12,322.08,0.72,1.46
