start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-19 22:47:30+02:00,2022-05-20 05:02:00+02:00,374,34.26,-22.2,155.78,0.19,0.64
2022-05-20 23:05:30+02:00,2022-05-21 07:58:30+02:00,533,34.01,-146.34,129.78,0.24,0.53
2022-05-21 22:37:30+02:00,2022-05-22 08:10:30+02:00,573,34.12,-78.48,97.75,0.23,0.48
2022-05-22 22:14:30+02:00,2022-05-23 05:06:30+02:00,412,34.54,106.63,171.32,0.23,0.54
2022-05-23 23:02:00+02:00,2022-05-24 06:04:30+02:00,423,34.0,-108.32,166.4,0.24,0.55
2022-05-24 22:40:00+02:00,2022-05-25 06:15:00+02:00,455,33.41,-352.04,643.63,0.38,0.67
2022-05-25 23:27:00+02:00,2022-05-26 06:15:00+02:00,408,33.12,-407.89,644.37,0.49,0.73
2022-05-26 22:30:00+02:00,2022-05-27 05:20:30+02:00,411,33.12,-387.76,565.2,0.55,0.75
2022-05-27 22:32:30+02:00,2022-05-28 05:20:30+02:00,408,33.51,-202.84,202.51,0.54,0.73
2022-05-29 00:56:30+02:00,2022-05-29 08:29:00+02:00,452,34.0,-2.38,841.88,0.51,0.83
2022-05-29 23:32:30+02:00,2022-05-30 06:04:00+02:00,391,33.65,-134.95,322.54,0.5,0.83
2022-05-31 00:09:00+02:00,2022-05-31 05:42:00+02:00,333,34.01,1.64,205.64,0.48,0.83
2022-05-31 23:44:00+02:00,2022-06-01 05:03:00+02:00,319,33.79,-67.06,95.65,0.46,0.82
2022-05-31 23:44:00+02:00,2022-06-01 05:03:00+02:00,319,33.79,-67.06,95.65,0.46,0.82
2022-06-01 22:49:00+02:00,2022-06-02 02:05:30+02:00,197,34.53,103.01,98.31,0.47,0.82
