start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-19 00:24:00+02:00,2022-05-19 06:08:00+02:00,344,33.81,277.62,359.06,0.82,0.63
2022-05-20 00:26:00+02:00,2022-05-20 07:49:00+02:00,443,31.94,-286.09,822.16,0.85,1.23
2022-05-20 23:37:00+02:00,2022-05-21 07:33:00+02:00,476,31.83,-159.62,655.76,0.84,1.2
2022-05-21 23:38:30+02:00,2022-05-22 07:48:30+02:00,479,32.51,81.49,1272.01,0.75,1.34
2022-05-22 22:45:30+02:00,2022-05-23 07:38:00+02:00,531,32.42,0.0,598.26,0.69,1.28
2022-05-23 22:28:00+02:00,2022-05-24 07:34:00+02:00,546,31.32,-530.88,749.21,0.77,1.24
2022-05-25 00:43:00+02:00,2022-05-25 08:15:00+02:00,452,33.85,646.86,1222.43,0.87,1.32
2022-05-26 00:40:00+02:00,2022-05-26 06:35:00+02:00,355,33.24,275.16,318.37,0.85,1.28
2022-05-28 00:41:00+02:00,2022-05-28 09:39:00+02:00,538,32.23,-99.8,681.91,0.81,1.27
2022-05-29 00:31:00+02:00,2022-05-29 09:36:30+02:00,546,31.82,-274.28,845.2,0.8,1.26
2022-05-30 00:39:00+02:00,2022-05-30 07:27:00+02:00,408,33.46,424.31,502.58,0.81,1.25
2022-05-31 01:08:00+02:00,2022-05-31 07:41:00+02:00,393,33.12,257.48,226.79,0.8,1.22
2022-05-31 23:59:30+02:00,2022-06-01 06:37:30+02:00,398,33.37,344.57,658.27,0.79,1.22
2022-05-31 23:59:30+02:00,2022-06-01 06:37:30+02:00,398,33.37,344.57,658.27,0.79,1.22
