start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-20 03:07:30+02:00,2022-05-20 09:54:00+02:00,406,34.04,0.0,404.98,0.41,1.0
2022-05-21 03:44:00+02:00,2022-05-21 10:11:30+02:00,388,34.01,-7.16,328.5,0.34,0.96
2022-05-22 03:17:00+02:00,2022-05-22 11:15:00+02:00,478,33.28,-345.59,475.97,0.4,0.94
2022-05-23 02:19:00+02:00,2022-05-23 10:30:30+02:00,492,34.01,1.53,328.9,0.37,0.91
2022-05-24 04:02:30+02:00,2022-05-24 10:53:30+02:00,411,33.66,-143.66,573.11,0.34,0.96
2022-05-25 02:06:00+02:00,2022-05-25 09:59:30+02:00,474,32.53,-615.61,1605.72,0.55,1.11
2022-05-26 03:13:00+02:00,2022-05-26 10:37:30+02:00,445,33.6,-24.4,534.47,0.51,1.11
2022-05-27 02:27:00+02:00,2022-05-27 11:33:30+02:00,541,33.37,-142.62,453.14,0.49,1.08
2022-05-28 02:13:30+02:00,2022-05-28 11:10:00+02:00,536,33.15,-244.95,867.79,0.48,1.1
2022-05-29 04:22:30+02:00,2022-05-29 11:17:30+02:00,402,33.28,-85.55,271.11,0.47,1.07
2022-05-30 02:14:30+02:00,2022-05-30 10:21:30+02:00,487,34.21,297.91,671.28,0.49,1.1
2022-05-31 01:44:30+02:00,2022-05-31 09:56:00+02:00,467,33.74,52.14,691.18,0.47,1.12
