start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-06-06 01:13:30+02:00,2022-06-06 09:18:00+02:00,484,32.62,113.08,234.73,0.3,0.66
2022-06-10 01:59:30+02:00,2022-06-10 07:40:00+02:00,340,32.81,105.71,110.76,0.34,0.59
2022-06-11 00:35:00+02:00,2022-06-11 10:16:37+02:00,582,32.6,-0.0,409.0,0.3,0.72
2022-06-12 02:55:30+02:00,2022-06-12 10:11:00+02:00,435,32.75,62.42,175.48,0.29,0.69
2022-06-14 02:37:30+02:00,2022-06-14 06:39:30+02:00,242,33.41,191.1,478.49,0.42,0.79
2022-06-15 02:03:30+02:00,2022-06-15 07:38:00+02:00,334,33.01,108.77,188.33,0.41,0.78
2022-06-16 02:07:30+02:00,2022-06-16 08:07:00+02:00,359,33.26,182.92,153.47,0.43,0.74
2022-06-17 00:24:30+02:00,2022-06-17 09:10:30+02:00,526,33.11,174.18,356.17,0.42,0.75
2022-06-21 00:45:30+02:00,2022-06-21 09:13:00+02:00,507,32.17,-297.03,342.2,0.44,0.78
2022-06-22 01:32:30+02:00,2022-06-22 08:42:30+02:00,430,31.92,-329.16,426.3,0.48,0.82
