start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-20 00:45:30+02:00,2022-05-20 08:42:30+02:00,477,34.12,109.05,305.74,0.6,0.77
2022-05-21 01:20:00+02:00,2022-05-21 07:53:30+02:00,393,32.44,-392.22,661.61,0.79,1.0
2022-05-22 01:46:00+02:00,2022-05-22 08:19:30+02:00,387,33.26,0.0,145.03,0.68,0.91
2022-05-23 01:01:30+02:00,2022-05-23 06:55:30+02:00,354,34.56,348.96,644.78,0.79,1.04
2022-05-24 01:20:30+02:00,2022-05-24 07:39:00+02:00,378,33.37,0.0,918.53,0.72,1.16
2022-05-25 00:59:30+02:00,2022-05-25 06:23:30+02:00,314,32.7,-190.95,305.53,0.73,1.14
2022-05-26 00:03:30+02:00,2022-05-26 09:02:00+02:00,538,32.19,-573.51,919.99,0.79,1.15
2022-05-27 01:03:30+02:00,2022-05-27 10:20:30+02:00,557,32.91,-119.44,496.82,0.76,1.11
2022-05-28 02:44:30+02:00,2022-05-28 10:24:00+02:00,459,33.79,242.36,787.25,0.74,1.15
2022-05-29 02:23:00+02:00,2022-05-29 09:21:30+02:00,419,32.66,-193.14,850.94,0.73,1.17
2022-05-30 00:58:00+02:00,2022-05-30 08:38:30+02:00,461,32.3,-315.52,1076.45,0.74,1.2
2022-05-31 01:34:00+02:00,2022-05-31 07:48:00+02:00,374,32.96,-4.72,178.33,0.72,1.18
2022-06-01 01:11:30+02:00,2022-06-01 08:48:30+02:00,457,32.98,0.0,483.67,0.69,1.17
2022-06-01 01:11:30+02:00,2022-06-01 08:48:30+02:00,457,32.98,0.0,483.67,0.69,1.17
