start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-06-06 00:28:00+02:00,2022-06-06 06:30:00+02:00,362,33.75,-232.96,736.21,0.48,1.27
2022-06-06 23:40:00+02:00,2022-06-07 06:34:30+02:00,415,34.09,-62.4,358.93,0.4,1.13
2022-06-08 00:00:00+02:00,2022-06-08 06:40:30+02:00,401,34.68,114.0,731.86,0.4,1.24
2022-06-08 21:18:00+02:00,2022-06-09 06:46:30+02:00,568,33.33,-518.21,4301.97,0.54,1.83
2022-06-10 01:36:00+02:00,2022-06-10 06:32:00+02:00,296,34.75,106.12,328.84,0.54,1.75
2022-06-12 00:02:00+02:00,2022-06-12 08:17:30+02:00,496,34.64,59.87,400.53,0.52,1.63
2022-06-12 23:48:00+02:00,2022-06-13 06:46:00+02:00,418,34.28,-49.98,478.14,0.49,1.56
2022-06-14 01:02:30+02:00,2022-06-14 06:38:00+02:00,335,34.24,-31.48,170.71,0.46,1.5
2022-06-16 00:17:00+02:00,2022-06-16 06:36:30+02:00,380,34.76,140.18,328.31,0.46,1.46
2022-06-16 23:55:00+02:00,2022-06-17 06:47:30+02:00,413,33.79,-226.17,663.16,0.46,1.43
2022-06-17 23:58:30+02:00,2022-06-18 07:33:30+02:00,440,34.84,197.97,384.06,0.47,1.4
2022-06-19 00:17:00+02:00,2022-06-19 08:17:30+02:00,481,34.18,-75.07,694.32,0.45,1.38
2022-06-20 00:31:30+02:00,2022-06-20 06:37:30+02:00,360,35.02,223.31,640.7,0.47,1.38
2022-06-21 00:38:00+02:00,2022-06-21 06:22:30+02:00,345,35.09,198.35,456.8,0.49,1.37
