start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-23 00:07:00+02:00,2022-05-23 06:16:00+02:00,369,33.86,0.0,526.44,0.41,1.2
2022-05-23 23:57:30+02:00,2022-05-24 08:26:30+02:00,509,33.94,20.45,543.68,0.34,1.1
2022-05-24 23:02:00+02:00,2022-05-25 08:31:30+02:00,569,34.06,69.01,622.91,0.3,1.08
2022-05-26 00:01:30+02:00,2022-05-26 07:23:00+02:00,441,33.49,-179.58,427.87,0.34,1.06
2022-05-27 00:43:00+02:00,2022-05-27 09:09:30+02:00,507,34.18,122.65,374.08,0.32,1.02
2022-05-27 22:51:00+02:00,2022-05-28 09:01:30+02:00,601,33.81,-51.88,815.34,0.3,1.05
2022-05-28 23:59:00+02:00,2022-05-29 08:34:00+02:00,515,32.51,-694.28,2979.41,0.55,1.32
2022-05-30 01:13:30+02:00,2022-05-30 10:04:30+02:00,521,33.89,9.11,501.23,0.52,1.29
2022-05-30 23:55:00+02:00,2022-05-31 08:08:30+02:00,482,33.95,26.53,381.25,0.5,1.25
2022-06-01 00:32:30+02:00,2022-06-01 07:42:00+02:00,429,33.31,-241.74,226.82,0.5,1.21
2022-06-01 00:32:30+02:00,2022-06-01 07:42:00+02:00,429,33.31,-241.74,226.82,0.5,1.21
2022-06-01 23:28:30+02:00,2022-06-02 05:35:30+02:00,365,33.83,-9.95,410.38,0.48,1.2
2022-06-02 23:12:30+02:00,2022-06-03 08:19:30+02:00,542,33.49,-189.53,467.4,0.46,1.17
2022-06-04 00:39:00+02:00,2022-06-04 08:11:00+02:00,452,33.27,-250.63,759.16,0.46,1.18
2022-06-04 23:36:00+02:00,2022-06-05 05:58:30+02:00,383,32.97,-326.18,687.02,0.48,1.18
2022-06-06 02:25:00+02:00,2022-06-06 08:47:30+02:00,373,34.06,84.66,217.31,0.48,1.16
2022-06-07 01:20:00+02:00,2022-06-07 09:29:00+02:00,488,32.89,-452.83,713.76,0.5,1.16
