start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-21 01:39:30+02:00,2022-05-21 08:00:30+02:00,371,34.05,-74.56,100.34,0.28,0.48
2022-05-22 01:40:00+02:00,2022-05-22 08:05:30+02:00,383,34.23,-4.2,166.8,0.23,0.59
2022-05-23 02:14:30+02:00,2022-05-23 08:26:30+02:00,372,33.88,-131.6,326.85,0.27,0.7
2022-05-24 01:15:00+02:00,2022-05-24 05:41:30+02:00,267,33.82,-86.92,189.87,0.29,0.72
2022-05-25 01:12:00+02:00,2022-05-25 08:45:30+02:00,450,33.11,-426.03,569.75,0.47,0.76
2022-05-26 00:35:00+02:00,2022-05-26 09:52:00+02:00,557,33.66,-173.59,413.41,0.45,0.77
2022-05-27 00:30:00+02:00,2022-05-27 07:41:00+02:00,431,33.65,-99.96,914.2,0.44,0.91
2022-05-28 01:16:00+02:00,2022-05-28 08:42:30+02:00,447,33.53,-144.14,409.21,0.43,0.91
2022-05-29 01:20:30+02:00,2022-05-29 06:45:30+02:00,325,33.89,4.12,613.11,0.41,0.96
2022-05-30 01:07:30+02:00,2022-05-30 08:24:00+02:00,432,34.24,154.23,299.23,0.4,0.97
2022-05-31 00:38:30+02:00,2022-05-31 08:17:30+02:00,459,33.72,-73.63,377.97,0.39,0.96
2022-06-01 01:31:30+02:00,2022-06-01 09:18:00+02:00,466,33.78,-34.45,539.82,0.38,0.97
2022-06-01 01:31:30+02:00,2022-06-01 09:18:00+02:00,466,33.78,-34.45,539.82,0.38,0.97
2022-06-02 01:16:00+02:00,2022-06-02 07:00:00+02:00,344,34.49,209.56,301.75,0.39,0.98
