start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-06-05 01:55:30+02:00,2022-06-05 08:58:30+02:00,423,34.07,17.51,241.3,0.3,0.76
2022-06-06 00:24:00+02:00,2022-06-06 07:55:00+02:00,450,33.85,-40.72,167.63,0.24,0.68
2022-06-07 03:03:00+02:00,2022-06-07 08:01:30+02:00,299,34.17,40.53,172.36,0.25,0.7
2022-06-08 00:58:00+02:00,2022-06-08 07:16:30+02:00,379,34.23,67.1,122.48,0.25,0.67
2022-06-09 00:42:00+02:00,2022-06-09 08:10:00+02:00,448,33.82,-94.69,275.16,0.24,0.7
2022-06-09 23:48:00+02:00,2022-06-10 06:23:30+02:00,396,34.12,29.5,129.16,0.23,0.68
2022-06-11 01:10:00+02:00,2022-06-11 08:41:30+02:00,452,34.11,18.64,288.97,0.22,0.7
2022-06-12 00:28:30+02:00,2022-06-12 08:41:00+02:00,492,34.34,120.53,284.93,0.23,0.71
2022-06-12 23:57:00+02:00,2022-06-13 07:38:00+02:00,461,33.39,-312.03,404.24,0.29,0.74
2022-06-14 02:13:00+02:00,2022-06-14 08:26:30+02:00,374,33.9,-54.56,94.17,0.28,0.72
2022-06-15 00:47:30+02:00,2022-06-15 08:17:30+02:00,450,34.12,19.86,104.96,0.27,0.7
2022-06-16 00:05:30+02:00,2022-06-16 07:42:30+02:00,457,33.98,-30.35,111.66,0.26,0.69
2022-06-17 00:22:30+02:00,2022-06-17 07:21:00+02:00,418,34.41,139.57,333.24,0.27,0.7
2022-06-18 02:07:00+02:00,2022-06-18 08:51:30+02:00,405,34.1,6.67,105.88,0.27,0.69
2022-06-19 01:55:00+02:00,2022-06-19 08:20:00+02:00,385,34.24,50.8,41.04,0.26,0.68
2022-06-20 01:10:30+02:00,2022-06-20 08:43:30+02:00,453,33.62,-211.82,170.69,0.27,0.67
2022-06-21 00:19:30+02:00,2022-06-21 08:00:00+02:00,460,33.64,-199.2,221.78,0.28,0.67
