start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-06-05 01:10:30+02:00,2022-06-05 04:39:00+02:00,208,33.31,-0.0,56.22,0.31,0.52
2022-06-06 00:37:00+02:00,2022-06-06 07:45:00+02:00,428,33.54,48.49,171.55,0.25,0.59
2022-06-07 00:23:00+02:00,2022-06-07 09:10:30+02:00,528,33.03,-147.17,419.6,0.3,0.74
2022-06-08 00:02:00+02:00,2022-06-08 07:46:00+02:00,464,33.8,173.64,135.15,0.31,0.69
2022-06-09 01:31:30+02:00,2022-06-09 07:39:00+02:00,367,33.41,0.0,89.91,0.29,0.66
2022-06-10 00:27:00+02:00,2022-06-10 07:48:30+02:00,442,33.71,104.94,127.97,0.28,0.64
2022-06-13 00:31:00+02:00,2022-06-13 07:24:30+02:00,414,34.15,255.65,276.3,0.34,0.65
2022-06-13 23:59:00+02:00,2022-06-14 07:21:30+02:00,443,33.74,53.4,421.73,0.33,0.7
2022-06-14 23:47:30+02:00,2022-06-15 07:38:30+02:00,468,33.86,71.81,474.31,0.32,0.75
2022-06-15 23:29:30+02:00,2022-06-16 07:37:30+02:00,488,33.55,-40.03,90.03,0.31,0.72
2022-06-18 00:22:30+02:00,2022-06-18 07:54:00+02:00,451,33.15,-180.52,684.77,0.32,0.79
