start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-20 23:52:30+02:00,2022-05-21 08:05:00+02:00,492,34.49,154.7,455.87,0.53,0.91
2022-05-21 23:05:30+02:00,2022-05-22 08:27:30+02:00,562,34.63,168.02,383.63,0.53,0.84
2022-05-22 22:13:30+02:00,2022-05-23 07:28:30+02:00,555,33.33,-469.79,1138.76,0.6,1.11
2022-05-23 23:40:30+02:00,2022-05-24 07:38:30+02:00,474,33.28,-250.67,861.67,0.61,1.15
2022-05-24 23:00:00+02:00,2022-05-25 07:28:00+02:00,508,33.69,0.0,1212.67,0.56,1.24
2022-05-25 22:30:00+02:00,2022-05-26 07:10:00+02:00,520,33.98,76.38,458.1,0.52,1.2
2022-05-26 23:44:30+02:00,2022-05-27 07:44:00+02:00,479,34.62,304.49,506.32,0.55,1.18
2022-05-27 23:43:30+02:00,2022-05-28 07:20:30+02:00,456,34.16,39.62,587.79,0.52,1.18
2022-05-29 01:17:00+02:00,2022-05-29 09:07:30+02:00,471,34.22,28.2,620.95,0.5,1.17
2022-05-30 00:12:30+02:00,2022-05-30 08:00:00+02:00,467,34.43,123.77,271.88,0.49,1.14
2022-05-31 00:28:30+02:00,2022-05-31 07:32:00+02:00,423,34.08,-35.04,386.2,0.47,1.13
2022-05-31 23:51:30+02:00,2022-06-01 07:32:30+02:00,461,33.54,-265.66,526.36,0.47,1.12
2022-05-31 23:51:30+02:00,2022-06-01 07:32:30+02:00,461,33.54,-265.66,526.36,0.47,1.12
2022-06-02 00:40:30+02:00,2022-06-02 07:35:30+02:00,415,34.53,152.17,274.65,0.47,1.11
