start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-06-09 22:38:00+02:00,2022-06-10 07:37:30+02:00,540,33.87,-41.77,226.5,0.3,0.64
2022-06-10 23:14:30+02:00,2022-06-11 06:48:00+02:00,453,34.32,84.25,113.17,0.27,0.58
2022-06-11 23:12:30+02:00,2022-06-12 09:16:00+02:00,603,34.0,-0.0,129.09,0.24,0.54
2022-06-12 23:23:00+02:00,2022-06-13 07:34:30+02:00,492,34.19,48.84,219.03,0.22,0.57
2022-06-13 22:56:00+02:00,2022-06-14 07:13:00+02:00,497,34.17,0.0,125.36,0.2,0.56
2022-06-15 00:13:30+02:00,2022-06-15 07:07:30+02:00,413,34.59,167.28,164.87,0.25,0.56
2022-06-15 23:24:00+02:00,2022-06-16 07:06:30+02:00,463,34.02,-71.27,157.42,0.24,0.57
2022-06-18 00:04:30+02:00,2022-06-18 07:56:30+02:00,472,34.56,178.22,264.2,0.26,0.59
2022-06-19 00:39:00+02:00,2022-06-19 07:44:30+02:00,426,33.45,-307.77,541.87,0.33,0.67
2022-06-20 22:48:00+02:00,2022-06-21 07:39:00+02:00,531,33.77,-169.81,349.71,0.34,0.68
