start_sleep,end_sleep,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
2022-05-23 00:00:30+02:00,2022-05-23 06:29:30+02:00,389,33.87,-260.65,554.47,0.68,0.99
2022-05-24 00:28:00+02:00,2022-05-24 06:33:30+02:00,366,34.18,-66.3,332.62,0.59,0.99
2022-05-25 00:01:30+02:00,2022-05-25 06:31:00+02:00,389,33.74,-170.67,298.79,0.6,0.92
2022-05-26 01:11:30+02:00,2022-05-26 06:31:00+02:00,319,34.42,38.46,108.42,0.54,0.89
2022-05-27 00:23:00+02:00,2022-05-27 10:45:30+02:00,615,33.72,-279.8,2297.71,0.54,1.27
2022-05-28 00:34:30+02:00,2022-05-28 07:37:30+02:00,423,33.94,-50.55,347.43,0.52,1.21
2022-05-29 01:13:00+02:00,2022-05-29 08:40:30+02:00,448,34.06,0.0,634.36,0.48,1.22
2022-05-30 00:20:30+02:00,2022-05-30 06:32:00+02:00,371,34.38,95.16,353.94,0.46,1.2
2022-05-31 01:13:30+02:00,2022-05-31 06:28:30+02:00,315,34.56,119.27,162.37,0.45,1.17
2022-05-31 22:29:30+02:00,2022-06-01 06:38:30+02:00,489,33.81,-151.88,215.44,0.45,1.12
2022-05-31 22:29:30+02:00,2022-06-01 06:38:30+02:00,489,33.81,-151.88,215.44,0.45,1.12
2022-06-02 00:14:30+02:00,2022-06-02 06:32:30+02:00,378,34.57,147.23,253.71,0.44,1.1
2022-06-03 00:59:00+02:00,2022-06-03 06:18:30+02:00,320,33.76,-115.68,366.06,0.44,1.1
